#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4909,32084900,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene ('Candida glycerinogenes'; Candida acidothermophilum; Candida krusei; Issatchenkia orientalis; Saccharomyces krusei).,other,-,-,-,-,20210109,-
4909,40381303,C5L36_0A01980,C5L36_0A01980,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381304,C5L36_0A01990,C5L36_0A01990,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381305,C5L36_0A02000,C5L36_0A02000,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381306,C5L36_0A02010,C5L36_0A02010,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381307,C5L36_0A02020,C5L36_0A02020,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381308,C5L36_0A02030,C5L36_0A02030,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381309,C5L36_0A02040,C5L36_0A02040,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381310,C5L36_0A02050,C5L36_0A02050,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381311,C5L36_0A02060,C5L36_0A02060,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381312,C5L36_0A02070,C5L36_0A02070,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381313,C5L36_0A02080,C5L36_0A02080,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381314,C5L36_0A02090,C5L36_0A02090,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381315,C5L36_0A02100,C5L36_0A02100,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381316,C5L36_0A02110,C5L36_0A02110,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381317,C5L36_0A02120,C5L36_0A02120,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381318,C5L36_0A02125,C5L36_0A02125,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381319,C5L36_0A02130,C5L36_0A02130,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381320,C5L36_0A02140,C5L36_0A02140,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381321,C5L36_0A02150,C5L36_0A02150,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381322,C5L36_0A02160,C5L36_0A02160,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381323,C5L36_0A02170,C5L36_0A02170,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381324,C5L36_0A02180,C5L36_0A02180,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381325,C5L36_0A02190,C5L36_0A02190,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381326,C5L36_0A02200,C5L36_0A02200,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381327,C5L36_0A02210,C5L36_0A02210,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381328,C5L36_0A02220,C5L36_0A02220,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381329,C5L36_0A02230,C5L36_0A02230,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381330,C5L36_0A02240,C5L36_0A02240,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381331,C5L36_0A02250,C5L36_0A02250,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381332,C5L36_0A02260,C5L36_0A02260,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381333,C5L36_0A02270,C5L36_0A02270,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381334,C5L36_0A02280,C5L36_0A02280,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381335,C5L36_0A02290,C5L36_0A02290,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381336,C5L36_0A02300,C5L36_0A02300,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381337,C5L36_0A02310,C5L36_0A02310,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381338,C5L36_0A02320,C5L36_0A02320,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381339,C5L36_0A02330,C5L36_0A02330,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381340,C5L36_0A02340,C5L36_0A02340,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381341,C5L36_0A02350,C5L36_0A02350,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381342,C5L36_0A02360,C5L36_0A02360,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381343,C5L36_0A02370,C5L36_0A02370,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381344,C5L36_0A02380,C5L36_0A02380,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381345,C5L36_0A02390,C5L36_0A02390,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381346,C5L36_0A02400,C5L36_0A02400,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381347,C5L36_0A02410,C5L36_0A02410,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381348,C5L36_0A02420,C5L36_0A02420,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381349,C5L36_0A02430,C5L36_0A02430,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381350,C5L36_0A02440,C5L36_0A02440,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381351,C5L36_0A02450,C5L36_0A02450,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381352,C5L36_0A02455,C5L36_0A02455,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381353,C5L36_0A02460,C5L36_0A02460,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381354,C5L36_0A02470,C5L36_0A02470,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381355,C5L36_0A02480,C5L36_0A02480,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381356,C5L36_0A02490,C5L36_0A02490,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381357,C5L36_0A02500,C5L36_0A02500,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381358,C5L36_0A02510,C5L36_0A02510,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381359,C5L36_0A02520,C5L36_0A02520,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381360,C5L36_0A02530,C5L36_0A02530,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381361,C5L36_0A02540,C5L36_0A02540,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381362,C5L36_0A02550,C5L36_0A02550,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381363,C5L36_0A02560,C5L36_0A02560,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381364,C5L36_0A02570,C5L36_0A02570,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381365,C5L36_0A02580,C5L36_0A02580,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381366,C5L36_0A02590,C5L36_0A02590,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381367,C5L36_0A02600,C5L36_0A02600,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381368,C5L36_0A02610,C5L36_0A02610,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381369,C5L36_0A02620,C5L36_0A02620,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381370,C5L36_0A02630,C5L36_0A02630,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381371,C5L36_0A02640,C5L36_0A02640,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381372,C5L36_0A02650,C5L36_0A02650,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381373,C5L36_0A02660,C5L36_0A02660,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381374,C5L36_0A02670,C5L36_0A02670,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381375,C5L36_0A02680,C5L36_0A02680,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381376,C5L36_0A02690,C5L36_0A02690,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381377,C5L36_0A02700,C5L36_0A02700,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381378,C5L36_0A02710,C5L36_0A02710,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381379,C5L36_0A02720,C5L36_0A02720,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381380,C5L36_0A02730,C5L36_0A02730,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381381,C5L36_0A02740,C5L36_0A02740,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381382,C5L36_0A02750,C5L36_0A02750,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381383,C5L36_0A02760,C5L36_0A02760,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381384,C5L36_0A02770,C5L36_0A02770,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381385,C5L36_0A02780,C5L36_0A02780,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381386,C5L36_0A02790,C5L36_0A02790,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381387,C5L36_0A02800,C5L36_0A02800,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381388,C5L36_0A02810,C5L36_0A02810,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381389,C5L36_0A02815,C5L36_0A02815,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381390,C5L36_0A02820,C5L36_0A02820,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381391,C5L36_0A02830,C5L36_0A02830,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381392,C5L36_0A02840,C5L36_0A02840,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381393,C5L36_0A02850,C5L36_0A02850,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381394,C5L36_0A02860,C5L36_0A02860,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381395,C5L36_0A02870,C5L36_0A02870,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381396,C5L36_0A02880,C5L36_0A02880,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381397,C5L36_0A02890,C5L36_0A02890,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381398,C5L36_0A02900,C5L36_0A02900,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381399,C5L36_0A02910,C5L36_0A02910,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381400,C5L36_0A02920,C5L36_0A02920,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381401,C5L36_0A02930,C5L36_0A02930,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381402,C5L36_0A02940,C5L36_0A02940,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381403,C5L36_0A02950,C5L36_0A02950,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381404,C5L36_0A02960,C5L36_0A02960,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381405,C5L36_0A02970,C5L36_0A02970,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381406,C5L36_0A02980,C5L36_0A02980,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381407,C5L36_0A02990,C5L36_0A02990,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381408,C5L36_0A03000,C5L36_0A03000,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381409,C5L36_0A03010,C5L36_0A03010,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381410,C5L36_0A03020,C5L36_0A03020,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381411,C5L36_0A03030,C5L36_0A03030,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381412,C5L36_0A03040,C5L36_0A03040,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381413,C5L36_0A03050,C5L36_0A03050,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381414,C5L36_0A03060,C5L36_0A03060,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381415,C5L36_0A03070,C5L36_0A03070,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381416,C5L36_0A03080,C5L36_0A03080,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381417,C5L36_0A03090,C5L36_0A03090,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381418,C5L36_0A03100,C5L36_0A03100,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381419,C5L36_0A03110,C5L36_0A03110,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381420,C5L36_0A03120,C5L36_0A03120,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381421,C5L36_0A03130,C5L36_0A03130,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381422,C5L36_0A03140,C5L36_0A03140,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381423,C5L36_0A03150,C5L36_0A03150,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381424,C5L36_0A03160,C5L36_0A03160,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381425,C5L36_0A03170,C5L36_0A03170,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381426,C5L36_0A03180,C5L36_0A03180,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381427,C5L36_0A03190,C5L36_0A03190,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381428,C5L36_0A03200,C5L36_0A03200,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381429,C5L36_0A03210,C5L36_0A03210,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381430,C5L36_0A03220,C5L36_0A03220,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381431,C5L36_0A03230,C5L36_0A03230,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381432,C5L36_0A03240,C5L36_0A03240,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381433,C5L36_0A03250,C5L36_0A03250,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381434,C5L36_0A03260,C5L36_0A03260,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381435,C5L36_0A03270,C5L36_0A03270,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381436,C5L36_0A03280,C5L36_0A03280,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381437,C5L36_0A03285,C5L36_0A03285,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381438,C5L36_0A03290,C5L36_0A03290,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381439,C5L36_0A03300,C5L36_0A03300,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381440,C5L36_0A03310,C5L36_0A03310,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381441,C5L36_0A03320,C5L36_0A03320,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381442,C5L36_0A03330,C5L36_0A03330,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381443,C5L36_0A03340,C5L36_0A03340,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381444,C5L36_0A03350,C5L36_0A03350,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381445,C5L36_0A03360,C5L36_0A03360,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381446,C5L36_0A03370,C5L36_0A03370,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381447,C5L36_0A03380,C5L36_0A03380,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381448,C5L36_0A03390,C5L36_0A03390,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381449,C5L36_0A03400,C5L36_0A03400,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381450,C5L36_0A03410,C5L36_0A03410,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381451,C5L36_0A03420,C5L36_0A03420,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381452,C5L36_0A03430,C5L36_0A03430,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381453,C5L36_0A03440,C5L36_0A03440,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
4909,40381454,C5L36_0A03450,C5L36_0A03450,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381455,C5L36_0A03460,C5L36_0A03460,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381456,C5L36_0A03470,C5L36_0A03470,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381457,C5L36_0A03480,C5L36_0A03480,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
4909,40381458,C5L36_0A03490,C5L36_0A03490,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381459,C5L36_0A03500,C5L36_0A03500,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381460,C5L36_0A03510,C5L36_0A03510,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381461,C5L36_0A03520,C5L36_0A03520,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381462,C5L36_0A03530,C5L36_0A03530,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
4909,40381463,C5L36_0A03540,C5L36_0A03540,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381464,C5L36_0A03550,C5L36_0A03550,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381465,C5L36_0A03560,C5L36_0A03560,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190616,-
4909,40381466,C5L36_0A03570,C5L36_0A03570,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
4909,40381467,C5L36_0A03575,C5L36_0A03575,-,-,1,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
