#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
48254,25015656,atp6,ADP02_gp02,-,-,MT,-,ATP synthase F0 subunit a,protein-coding,-,-,-,ATP synthase F0 subunit a,20201029,-
48254,59323317,HG536_0A00370,HG536_0A00370,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323318,HG536_0A00380,HG536_0A00380,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323319,HG536_0A00390,HG536_0A00390,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323320,HG536_0A00400,HG536_0A00400,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323321,HG536_0A00410,HG536_0A00410,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323322,HG536_0A00420,HG536_0A00420,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323323,HG536_0A00430,HG536_0A00430,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323324,HG536_0A00440,HG536_0A00440,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323325,HG536_0A00450,HG536_0A00450,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323326,HG536_0A00460,HG536_0A00460,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323327,HG536_0A00470,HG536_0A00470,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323328,HG536_0A00480,HG536_0A00480,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323329,HG536_0A00490,HG536_0A00490,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323330,HG536_0A00500,HG536_0A00500,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323331,HG536_0A00510,HG536_0A00510,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323332,HG536_0A00520,HG536_0A00520,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323333,HG536_0A00530,HG536_0A00530,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323334,HG536_0A00540,HG536_0A00540,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323335,HG536_0A00550,HG536_0A00550,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323336,HG536_0A00560,HG536_0A00560,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323337,HG536_0A00570,HG536_0A00570,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323338,HG536_0A00580,HG536_0A00580,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323339,HG536_0A00590,HG536_0A00590,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323340,HG536_0A00600,HG536_0A00600,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323341,HG536_0A00610,HG536_0A00610,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323342,HG536_0A00620,HG536_0A00620,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323343,HG536_0A00630,HG536_0A00630,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323344,HG536_0A00640,HG536_0A00640,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323345,HG536_0A00650,HG536_0A00650,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323346,HG536_0A00660,HG536_0A00660,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323347,HG536_0A00670,HG536_0A00670,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323348,HG536_0A00680,HG536_0A00680,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323349,HG536_0A00690,HG536_0A00690,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323350,HG536_0A00700,HG536_0A00700,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323351,HG536_0A00710,HG536_0A00710,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323352,HG536_0A00720,HG536_0A00720,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323353,HG536_0A00730,HG536_0A00730,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323354,HG536_0A00740,HG536_0A00740,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323355,HG536_0A00750,HG536_0A00750,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323356,HG536_0A00760,HG536_0A00760,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323357,HG536_0A00770,HG536_0A00770,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323358,HG536_0A00780,HG536_0A00780,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323359,HG536_0A00790,HG536_0A00790,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323360,HG536_0A00800,HG536_0A00800,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323361,HG536_0A00810,HG536_0A00810,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323362,HG536_0A00820,HG536_0A00820,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323363,HG536_0A00830,HG536_0A00830,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323364,HG536_0A00840,HG536_0A00840,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323365,HG536_0A00850,HG536_0A00850,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323366,HG536_0A00860,HG536_0A00860,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323367,HG536_0A00870,HG536_0A00870,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323368,HG536_0A00880,HG536_0A00880,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323369,HG536_0A00890,HG536_0A00890,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323370,HG536_0A00900,HG536_0A00900,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323371,HG536_0A00910,HG536_0A00910,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323372,HG536_0A00920,HG536_0A00920,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323373,HG536_0A00930,HG536_0A00930,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323374,HG536_0A00940,HG536_0A00940,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323375,HG536_0A00950,HG536_0A00950,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323376,HG536_0A00960,HG536_0A00960,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323377,HG536_0A00970,HG536_0A00970,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323378,HG536_0A00980,HG536_0A00980,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323379,HG536_0A00990,HG536_0A00990,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323380,HG536_0A01000,HG536_0A01000,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323381,HG536_0A01010,HG536_0A01010,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323382,HG536_0A01020,HG536_0A01020,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323383,HG536_0A01030,HG536_0A01030,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323384,HG536_0A01040,HG536_0A01040,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323385,HG536_0A01050,HG536_0A01050,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323386,HG536_0A01060,HG536_0A01060,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323387,HG536_0A01070,HG536_0A01070,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323388,HG536_0A01080,HG536_0A01080,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323389,HG536_0A01090,HG536_0A01090,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323390,HG536_0A01100,HG536_0A01100,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323391,HG536_0A01110,HG536_0A01110,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323392,HG536_0A01120,HG536_0A01120,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323393,HG536_0A01130,HG536_0A01130,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323394,HG536_0A01140,HG536_0A01140,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323395,HG536_0A01150,HG536_0A01150,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323396,HG536_0A01160,HG536_0A01160,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323397,HG536_0A01170,HG536_0A01170,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323398,HG536_0A01180,HG536_0A01180,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323399,HG536_0A01190,HG536_0A01190,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323400,HG536_0A01200,HG536_0A01200,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323401,HG536_0A01210,HG536_0A01210,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323402,HG536_0A01220,HG536_0A01220,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323403,HG536_0A01230,HG536_0A01230,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323404,HG536_0A01240,HG536_0A01240,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323405,HG536_0A01250,HG536_0A01250,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323406,HG536_0A01260,HG536_0A01260,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323407,HG536_0A01270,HG536_0A01270,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323408,HG536_0A01280,HG536_0A01280,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323409,HG536_0A01290,HG536_0A01290,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323410,HG536_0A01300,HG536_0A01300,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323411,HG536_0A01310,HG536_0A01310,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323412,HG536_0A01320,HG536_0A01320,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323413,HG536_0A01330,HG536_0A01330,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323414,HG536_0A01340,HG536_0A01340,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323415,HG536_0A01350,HG536_0A01350,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323416,HG536_0A01360,HG536_0A01360,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323417,HG536_0A01370,HG536_0A01370,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323418,HG536_0A01380,HG536_0A01380,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323419,HG536_0A01390,HG536_0A01390,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323420,HG536_0A01400,HG536_0A01400,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323421,HG536_0A01410,HG536_0A01410,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323422,HG536_0A01420,HG536_0A01420,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323423,HG536_0A01430,HG536_0A01430,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323424,HG536_0A01440,HG536_0A01440,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323425,HG536_0A01450,HG536_0A01450,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323426,HG536_0A01460,HG536_0A01460,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323427,HG536_0A01470,HG536_0A01470,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201110,-
48254,59323428,HG536_0A01480,HG536_0A01480,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323429,HG536_0A01490,HG536_0A01490,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323430,HG536_0A01500,HG536_0A01500,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323431,HG536_0A01510,HG536_0A01510,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323432,HG536_0A01520,HG536_0A01520,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323433,HG536_0A01530,HG536_0A01530,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323434,HG536_0A01540,HG536_0A01540,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323435,HG536_0A01550,HG536_0A01550,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323436,HG536_0A01560,HG536_0A01560,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323437,HG536_0A01570,HG536_0A01570,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323438,HG536_0A01580,HG536_0A01580,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323439,HG536_0A01590,HG536_0A01590,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323440,HG536_0A01600,HG536_0A01600,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323441,HG536_0A01610,HG536_0A01610,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323442,HG536_0A01620,HG536_0A01620,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323443,HG536_0A01630,HG536_0A01630,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323444,HG536_0A01640,HG536_0A01640,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323445,HG536_0A01650,HG536_0A01650,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323446,HG536_0A01660,HG536_0A01660,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323447,HG536_0A01670,HG536_0A01670,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323448,HG536_0A01680,HG536_0A01680,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323449,HG536_0A01690,HG536_0A01690,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323450,HG536_0A01700,HG536_0A01700,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323451,HG536_0A01710,HG536_0A01710,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323452,HG536_0A01720,HG536_0A01720,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210522,-
48254,59323453,HG536_0A01730,HG536_0A01730,-,-,1,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210417,-
