#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
418784,36568090,C7M61_004703,C7M61_004703,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568091,C7M61_004704,C7M61_004704,-,-,Unknown,-,glycerol-3-phosphate dehydrogenase (NAD(+)),protein-coding,-,-,-,glycerol-3-phosphate dehydrogenase (NAD(+)),20200919,-
418784,36568092,C7M61_004705,C7M61_004705,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568093,C7M61_004706,C7M61_004706,-,-,Unknown,-,YjeF family domain-containing protein,protein-coding,-,-,-,YjeF family domain-containing protein,20200919,-
418784,36568094,C7M61_004707,C7M61_004707,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568095,C7M61_004708,C7M61_004708,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568096,C7M61_004709,C7M61_004709,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568097,C7M61_004710,C7M61_004710,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568098,C7M61_004711,C7M61_004711,-,-,Unknown,-,40S ribosomal protein S23,protein-coding,-,-,-,40S ribosomal protein S23,20200919,-
418784,36568099,C7M61_004712,C7M61_004712,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568100,C7M61_004713,C7M61_004713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568101,C7M61_004714,C7M61_004714,-,-,Unknown,-,signal peptidase I,protein-coding,-,-,-,signal peptidase I,20200919,-
418784,36568102,C7M61_004715,C7M61_004715,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568103,C7M61_004716,C7M61_004716,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568104,C7M61_004717,C7M61_004717,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568105,C7M61_004718,C7M61_004718,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568106,C7M61_004719,C7M61_004719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568107,C7M61_004720,C7M61_004720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568108,C7M61_004721,C7M61_004721,-,-,Unknown,-,GTP-binding protein ypt1,protein-coding,-,-,-,GTP-binding protein ypt1,20200919,-
418784,36568109,C7M61_004722,C7M61_004722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568110,C7M61_004723,C7M61_004723,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568111,C7M61_004724,C7M61_004724,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568112,C7M61_004725,C7M61_004725,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568113,C7M61_004726,C7M61_004726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568114,C7M61_004727,C7M61_004727,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568115,C7M61_004728,C7M61_004728,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568116,C7M61_004729,C7M61_004729,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568117,C7M61_004730,C7M61_004730,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568118,C7M61_004731,C7M61_004731,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568119,C7M61_004732,C7M61_004732,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568120,C7M61_004733,C7M61_004733,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568121,C7M61_004734,C7M61_004734,-,-,Unknown,-,DNA 3'-phosphatase,protein-coding,-,-,-,DNA 3'-phosphatase,20200919,-
418784,36568122,C7M61_004735,C7M61_004735,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568123,C7M61_004736,C7M61_004736,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568124,C7M61_004737,C7M61_004737,-,-,Unknown,-,peptidyl-prolyl cis-trans isomerase,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase,20200919,-
418784,36568125,C7M61_004738,C7M61_004738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568126,C7M61_004739,C7M61_004739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568127,C7M61_004740,C7M61_004740,-,-,Unknown,-,aspartate-semialdehyde dehydrogenase,protein-coding,-,-,-,aspartate-semialdehyde dehydrogenase,20200919,-
418784,36568128,C7M61_004741,C7M61_004741,-,-,Unknown,-,FACT complex subunit POB3,protein-coding,-,-,-,FACT complex subunit POB3,20200919,-
418784,36568129,C7M61_004742,C7M61_004742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568130,C7M61_004743,C7M61_004743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568131,C7M61_004744,C7M61_004744,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568132,C7M61_004745,C7M61_004745,-,-,Unknown,-,tRNA-dihydrouridine(47) synthase [NAD(P)(+)],protein-coding,-,-,-,tRNA-dihydrouridine(47) synthase [NAD(P)(+)],20200919,-
418784,36568133,C7M61_004746,C7M61_004746,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568134,C7M61_004747,C7M61_004747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568135,C7M61_004748,C7M61_004748,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568136,C7M61_004749,C7M61_004749,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568137,C7M61_004750,C7M61_004750,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568138,C7M61_004751,C7M61_004751,-,-,Unknown,-,60S ribosomal protein L31-A,protein-coding,-,-,-,60S ribosomal protein L31-A,20200919,-
418784,36568139,C7M61_004752,C7M61_004752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568140,C7M61_004753,C7M61_004753,-,-,Unknown,-,pyruvate kinase,protein-coding,-,-,-,pyruvate kinase,20200919,-
418784,36568141,C7M61_004754,C7M61_004754,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568142,C7M61_004755,C7M61_004755,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568143,C7M61_004756,C7M61_004756,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568144,C7M61_004757,C7M61_004757,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568145,C7M61_004758,C7M61_004758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568146,C7M61_004759,C7M61_004759,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568147,C7M61_004760,C7M61_004760,-,-,Unknown,-,acyl carrier protein,protein-coding,-,-,-,acyl carrier protein,20200919,-
418784,36568148,C7M61_004761,C7M61_004761,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568149,C7M61_004762,C7M61_004762,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568150,C7M61_004763,C7M61_004763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568151,C7M61_004764,C7M61_004764,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568152,C7M61_004765,C7M61_004765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568153,C7M61_004766,C7M61_004766,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568154,C7M61_004767,C7M61_004767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568155,C7M61_004768,C7M61_004768,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568156,C7M61_004769,C7M61_004769,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568157,C7M61_004770,C7M61_004770,-,-,Unknown,-,transketolase 1,protein-coding,-,-,-,transketolase 1,20200919,-
418784,36568158,C7M61_004771,C7M61_004771,-,-,Unknown,-,alcohol dehydrogenase 2,protein-coding,-,-,-,alcohol dehydrogenase 2,20200919,-
418784,36568159,C7M61_004772,C7M61_004772,-,-,Unknown,-,sorting nexin-3,protein-coding,-,-,-,sorting nexin-3,20200919,-
418784,36568160,C7M61_004773,C7M61_004773,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568161,C7M61_004774,C7M61_004774,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568162,C7M61_004775,C7M61_004775,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568163,C7M61_004776,C7M61_004776,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568164,C7M61_004777,C7M61_004777,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568165,C7M61_004778,C7M61_004778,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568166,C7M61_004779,C7M61_004779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568167,C7M61_004780,C7M61_004780,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568168,C7M61_004781,C7M61_004781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568169,C7M61_004782,C7M61_004782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568170,C7M61_004783,C7M61_004783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568171,C7M61_004784,C7M61_004784,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36568172,C7M61_004785,C7M61_004785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568173,C7M61_004786,C7M61_004786,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568174,C7M61_004787,C7M61_004787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568175,C7M61_004788,C7M61_004788,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568176,C7M61_004789,C7M61_004789,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568177,C7M61_004790,C7M61_004790,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568178,C7M61_004791,C7M61_004791,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568179,C7M61_004792,C7M61_004792,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568180,C7M61_004793,C7M61_004793,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568181,C7M61_004794,C7M61_004794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568182,C7M61_004795,C7M61_004795,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568183,C7M61_004796,C7M61_004796,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568184,C7M61_004797,C7M61_004797,-,-,Unknown,-,"aconitate hydratase, mitochondrial",protein-coding,-,-,-,"aconitate hydratase, mitochondrial",20200919,-
418784,36568185,C7M61_004798,C7M61_004798,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36568186,C7M61_004799,C7M61_004799,-,-,Unknown,-,spermidine synthase,protein-coding,-,-,-,spermidine synthase,20200919,-
418784,36568187,C7M61_004800,C7M61_004800,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568188,C7M61_004801,C7M61_004801,-,-,Unknown,-,hsp82-like protein,protein-coding,-,-,-,hsp82-like protein,20200919,-
418784,36568189,C7M61_004802,C7M61_004802,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568190,C7M61_004803,C7M61_004803,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568191,C7M61_004804,C7M61_004804,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568192,C7M61_004805,C7M61_004805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568193,C7M61_004806,C7M61_004806,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568194,C7M61_004807,C7M61_004807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568195,C7M61_004808,C7M61_004808,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568196,C7M61_004809,C7M61_004809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568197,C7M61_004810,C7M61_004810,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568198,C7M61_004811,C7M61_004811,-,-,Unknown,-,6-phosphofructokinase,protein-coding,-,-,-,6-phosphofructokinase,20200919,-
418784,36568199,C7M61_004812,C7M61_004812,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568200,C7M61_004813,C7M61_004813,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568201,C7M61_004814,C7M61_004814,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568202,C7M61_004815,C7M61_004815,-,-,Unknown,-,RuvB-like helicase 2,protein-coding,-,-,-,RuvB-like helicase 2,20200919,-
418784,36568203,C7M61_004816,C7M61_004816,-,-,Unknown,-,V-type proton ATPase proteolipid subunit 2,protein-coding,-,-,-,V-type proton ATPase proteolipid subunit 2,20200919,-
418784,36568204,C7M61_004817,C7M61_004817,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568205,C7M61_004818,C7M61_004818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568206,C7M61_004819,C7M61_004819,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568207,C7M61_004820,C7M61_004820,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568208,C7M61_004821,C7M61_004821,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568209,C7M61_004822,C7M61_004822,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568210,C7M61_004823,C7M61_004823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568211,C7M61_004824,C7M61_004824,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568212,C7M61_004825,C7M61_004825,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568213,C7M61_004826,C7M61_004826,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568214,C7M61_004827,C7M61_004827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568215,C7M61_004828,C7M61_004828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568216,C7M61_004829,C7M61_004829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568217,C7M61_004830,C7M61_004830,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568218,C7M61_004831,C7M61_004831,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568219,C7M61_004832,C7M61_004832,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568220,C7M61_004833,C7M61_004833,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568221,C7M61_004834,C7M61_004834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568222,C7M61_004835,C7M61_004835,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568223,C7M61_004836,C7M61_004836,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568224,C7M61_004837,C7M61_004837,-,-,Unknown,-,septum-promoting GTP-binding protein 1,protein-coding,-,-,-,septum-promoting GTP-binding protein 1,20200919,-
418784,36568225,C7M61_004838,C7M61_004838,-,-,Unknown,-,40S ribosomal protein S1-A,protein-coding,-,-,-,40S ribosomal protein S1-A,20200919,-
418784,36568226,C7M61_004839,C7M61_004839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568227,C7M61_004840,C7M61_004840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568228,C7M61_004841,C7M61_004841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568229,C7M61_004842,C7M61_004842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568230,C7M61_004843,C7M61_004843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568231,C7M61_004844,C7M61_004844,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568232,C7M61_004845,C7M61_004845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36568233,C7M61_004846,C7M61_004846,-,-,Unknown,-,ribonucleoside-diphosphate reductase small chain,protein-coding,-,-,-,ribonucleoside-diphosphate reductase small chain,20200919,-
