#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
418784,36564156,C7M61_000764,C7M61_000764,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564157,C7M61_000765,C7M61_000765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564158,C7M61_000766,C7M61_000766,-,-,Unknown,-,ribosomal protein L14,protein-coding,-,-,-,ribosomal protein L14,20200919,-
418784,36564159,C7M61_000767,C7M61_000767,-,-,Unknown,-,"threonine-tRNA ligase, cytoplasmic",protein-coding,-,-,-,"threonine-tRNA ligase, cytoplasmic",20200919,-
418784,36564160,C7M61_000768,C7M61_000768,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564161,C7M61_000769,C7M61_000769,-,-,Unknown,-,peroxisomal primary amine oxidase,protein-coding,-,-,-,peroxisomal primary amine oxidase,20200919,-
418784,36564162,C7M61_000770,C7M61_000770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564163,C7M61_000771,C7M61_000771,-,-,Unknown,-,elongation factor 2,protein-coding,-,-,-,elongation factor 2,20200919,-
418784,36564164,C7M61_000772,C7M61_000772,-,-,Unknown,-,phosphoribosylglycinamide formyltransferase,protein-coding,-,-,-,phosphoribosylglycinamide formyltransferase,20200919,-
418784,36564165,C7M61_000773,C7M61_000773,-,-,Unknown,-,"isocitrate dehydrogenase, NAD-dependent",protein-coding,-,-,-,"isocitrate dehydrogenase, NAD-dependent",20200919,-
418784,36564166,C7M61_000774,C7M61_000774,-,-,Unknown,-,S-(hydroxymethyl)glutathione dehydrogenase,protein-coding,-,-,-,S-(hydroxymethyl)glutathione dehydrogenase,20200919,-
418784,36564167,C7M61_000775,C7M61_000775,-,-,Unknown,-,proteasome subunit beta type-2,protein-coding,-,-,-,proteasome subunit beta type-2,20200919,-
418784,36564168,C7M61_000776,C7M61_000776,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564169,C7M61_000777,C7M61_000777,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
418784,36564170,C7M61_000778,C7M61_000778,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564171,C7M61_000779,C7M61_000779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564172,C7M61_000780,C7M61_000780,-,-,Unknown,-,inositol-3-phosphate synthase,protein-coding,-,-,-,inositol-3-phosphate synthase,20200919,-
418784,36564173,C7M61_000781,C7M61_000781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564174,C7M61_000782,C7M61_000782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564175,C7M61_000783,C7M61_000783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564176,C7M61_000784,C7M61_000784,-,-,Unknown,-,"NADH dehydrogenase (quinone), G subunit",protein-coding,-,-,-,"NADH dehydrogenase (quinone), G subunit",20200919,-
418784,36564177,C7M61_000785,C7M61_000785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564178,C7M61_000786,C7M61_000786,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564179,C7M61_000787,C7M61_000787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564180,C7M61_000788,C7M61_000788,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564181,C7M61_000789,C7M61_000789,-,-,Unknown,-,ubiquitin-conjugating enzyme E2 4,protein-coding,-,-,-,ubiquitin-conjugating enzyme E2 4,20200919,-
418784,36564182,C7M61_000790,C7M61_000790,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564183,C7M61_000791,C7M61_000791,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564184,C7M61_000792,C7M61_000792,-,-,Unknown,-,nucleolar protein 56,protein-coding,-,-,-,nucleolar protein 56,20200919,-
418784,36564185,C7M61_000793,C7M61_000793,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564186,C7M61_000794,C7M61_000794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564187,C7M61_000795,C7M61_000795,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564188,C7M61_000796,C7M61_000796,-,-,Unknown,-,dihydroorotate dehydrogenase (fumarate),protein-coding,-,-,-,dihydroorotate dehydrogenase (fumarate),20200919,-
418784,36564189,C7M61_000797,C7M61_000797,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564190,C7M61_000798,C7M61_000798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564191,C7M61_000799,C7M61_000799,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564192,C7M61_000800,C7M61_000800,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564193,C7M61_000801,C7M61_000801,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564194,C7M61_000802,C7M61_000802,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564195,C7M61_000803,C7M61_000803,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564196,C7M61_000804,C7M61_000804,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564197,C7M61_000805,C7M61_000805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564198,C7M61_000806,C7M61_000806,-,-,Unknown,-,"acetate non-utilizing protein 9, mitochondrial",protein-coding,-,-,-,"acetate non-utilizing protein 9, mitochondrial",20200919,-
418784,36564199,C7M61_000807,C7M61_000807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564200,C7M61_000808,C7M61_000808,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564201,C7M61_000809,C7M61_000809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564202,C7M61_000810,C7M61_000810,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564203,C7M61_000811,C7M61_000811,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564204,C7M61_000812,C7M61_000812,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564205,C7M61_000813,C7M61_000813,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564206,C7M61_000814,C7M61_000814,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564207,C7M61_000815,C7M61_000815,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564208,C7M61_000816,C7M61_000816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564209,C7M61_000817,C7M61_000817,-,-,Unknown,-,tRNA N6-adenosine threonylcarbamoyltransferase,protein-coding,-,-,-,tRNA N6-adenosine threonylcarbamoyltransferase,20200919,-
418784,36564210,C7M61_000818,C7M61_000818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564211,C7M61_000819,C7M61_000819,-,-,Unknown,-,60S ribosomal protein L30,protein-coding,-,-,-,60S ribosomal protein L30,20200919,-
418784,36564212,C7M61_000820,C7M61_000820,-,-,Unknown,-,60S ribosomal protein L24,protein-coding,-,-,-,60S ribosomal protein L24,20200919,-
418784,36564213,C7M61_000821,C7M61_000821,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564214,C7M61_000822,C7M61_000822,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36564215,C7M61_000823,C7M61_000823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564216,C7M61_000824,C7M61_000824,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564217,C7M61_000825,C7M61_000825,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564218,C7M61_000826,C7M61_000826,-,-,Unknown,-,protein disulfide-isomerase domain,protein-coding,-,-,-,protein disulfide-isomerase domain,20200919,-
418784,36564219,C7M61_000827,C7M61_000827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564220,C7M61_000828,C7M61_000828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564221,C7M61_000829,C7M61_000829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564222,C7M61_000830,C7M61_000830,-,-,Unknown,-,homoserine O-acetyltransferase,protein-coding,-,-,-,homoserine O-acetyltransferase,20200919,-
418784,36564223,C7M61_000831,C7M61_000831,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564224,C7M61_000832,C7M61_000832,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564225,C7M61_000833,C7M61_000833,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564226,C7M61_000834,C7M61_000834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564227,C7M61_000835,C7M61_000835,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564228,C7M61_000836,C7M61_000836,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36564229,C7M61_000837,C7M61_000837,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564230,C7M61_000838,C7M61_000838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564231,C7M61_000839,C7M61_000839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564232,C7M61_000840,C7M61_000840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564233,C7M61_000841,C7M61_000841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564234,C7M61_000842,C7M61_000842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564235,C7M61_000843,C7M61_000843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564236,C7M61_000844,C7M61_000844,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564237,C7M61_000845,C7M61_000845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564238,C7M61_000846,C7M61_000846,-,-,Unknown,-,"succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",protein-coding,-,-,-,"succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",20200919,-
418784,36564239,C7M61_000847,C7M61_000847,-,-,Unknown,-,formate dehydrogenase 1,protein-coding,-,-,-,formate dehydrogenase 1,20200919,-
418784,36564240,C7M61_000848,C7M61_000848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564241,C7M61_000849,C7M61_000849,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564242,C7M61_000850,C7M61_000850,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564243,C7M61_000851,C7M61_000851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564244,C7M61_000852,C7M61_000852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564245,C7M61_000853,C7M61_000853,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564246,C7M61_000854,C7M61_000854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564247,C7M61_000855,C7M61_000855,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564248,C7M61_000856,C7M61_000856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564249,C7M61_000857,C7M61_000857,-,-,Unknown,-,E3 ubiquitin-protein ligase listerin,protein-coding,-,-,-,E3 ubiquitin-protein ligase listerin,20200919,-
418784,36564250,C7M61_000858,C7M61_000858,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564251,C7M61_000859,C7M61_000859,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564252,C7M61_000860,C7M61_000860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564253,C7M61_000861,C7M61_000861,-,-,Unknown,-,phosphoenolpyruvate carboxykinase [ATP],protein-coding,-,-,-,phosphoenolpyruvate carboxykinase [ATP],20200919,-
418784,36564254,C7M61_000862,C7M61_000862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564255,C7M61_000863,C7M61_000863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564256,C7M61_000864,C7M61_000864,-,-,Unknown,-,ubiquitin-60S ribosomal protein L40,protein-coding,-,-,-,ubiquitin-60S ribosomal protein L40,20200919,-
418784,36564257,C7M61_000865,C7M61_000865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564258,C7M61_000866,C7M61_000866,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564259,C7M61_000867,C7M61_000867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564260,C7M61_000868,C7M61_000868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564261,C7M61_000869,C7M61_000869,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564262,C7M61_000870,C7M61_000870,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564263,C7M61_000871,C7M61_000871,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36564264,C7M61_000872,C7M61_000872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564265,C7M61_000873,C7M61_000873,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564266,C7M61_000874,C7M61_000874,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564267,C7M61_000875,C7M61_000875,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564268,C7M61_000876,C7M61_000876,-,-,Unknown,-,"citrate synthase, mitochondrial",protein-coding,-,-,-,"citrate synthase, mitochondrial",20200919,-
418784,36564269,C7M61_000877,C7M61_000877,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564270,C7M61_000878,C7M61_000878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564271,C7M61_000879,C7M61_000879,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564272,C7M61_000880,C7M61_000880,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564273,C7M61_000881,C7M61_000881,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564274,C7M61_000882,C7M61_000882,-,-,Unknown,-,tyrosine-protein phosphatase YVH1,protein-coding,-,-,-,tyrosine-protein phosphatase YVH1,20200919,-
418784,36564275,C7M61_000883,C7M61_000883,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564276,C7M61_000884,C7M61_000884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564277,C7M61_000885,C7M61_000885,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564278,C7M61_000886,C7M61_000886,-,-,Unknown,-,"cytochrome c oxidase-assembly factor COX23, mitochondrial",protein-coding,-,-,-,"cytochrome c oxidase-assembly factor COX23, mitochondrial",20200919,-
418784,36564279,C7M61_000887,C7M61_000887,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564280,C7M61_000888,C7M61_000888,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564281,C7M61_000889,C7M61_000889,-,-,Unknown,-,deoxyhypusine synthase,protein-coding,-,-,-,deoxyhypusine synthase,20200919,-
418784,36564282,C7M61_000890,C7M61_000890,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564283,C7M61_000891,C7M61_000891,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564284,C7M61_000892,C7M61_000892,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564285,C7M61_000893,C7M61_000893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564286,C7M61_000894,C7M61_000894,-,-,Unknown,-,glutamine-fructose-6-phosphate aminotransferase [isomerizing],protein-coding,-,-,-,glutamine-fructose-6-phosphate aminotransferase [isomerizing],20200919,-
418784,36564287,C7M61_000895,C7M61_000895,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564288,C7M61_000896,C7M61_000896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564289,C7M61_000897,C7M61_000897,-,-,Unknown,-,"acetolactate synthase catalytic subunit, mitochondrial",protein-coding,-,-,-,"acetolactate synthase catalytic subunit, mitochondrial",20200919,-
418784,36564290,C7M61_000898,C7M61_000898,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564291,C7M61_000899,C7M61_000899,-,-,Unknown,-,D-xylulose reductase,protein-coding,-,-,-,D-xylulose reductase,20200919,-
418784,36564292,C7M61_000900,C7M61_000900,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564293,C7M61_000901,C7M61_000901,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36564294,C7M61_000902,C7M61_000902,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564295,C7M61_000903,C7M61_000903,-,-,Unknown,-,ribosomal protein L30,protein-coding,-,-,-,ribosomal protein L30,20200919,-
418784,36564296,C7M61_000904,C7M61_000904,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564297,C7M61_000905,C7M61_000905,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564298,C7M61_000906,C7M61_000906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564299,C7M61_000907,C7M61_000907,-,-,Unknown,-,ATP-dependent protease La,protein-coding,-,-,-,ATP-dependent protease La,20200919,-
418784,36564300,C7M61_000908,C7M61_000908,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564301,C7M61_000909,C7M61_000909,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564302,C7M61_000910,C7M61_000910,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564303,C7M61_000911,C7M61_000911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564304,C7M61_000912,C7M61_000912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564305,C7M61_000913,C7M61_000913,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564306,C7M61_000914,C7M61_000914,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
418784,36564307,C7M61_000915,C7M61_000915,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564308,C7M61_000916,C7M61_000916,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564309,C7M61_000917,C7M61_000917,-,-,Unknown,-,30S ribosomal protein S13,protein-coding,-,-,-,30S ribosomal protein S13,20200919,-
418784,36564310,C7M61_000918,C7M61_000918,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564311,C7M61_000919,C7M61_000919,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564312,C7M61_000920,C7M61_000920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564313,C7M61_000921,C7M61_000921,-,-,Unknown,-,60S ribosomal protein L10,protein-coding,-,-,-,60S ribosomal protein L10,20200919,-
418784,36564314,C7M61_000922,C7M61_000922,-,-,Unknown,-,phosphomannomutase,protein-coding,-,-,-,phosphomannomutase,20200919,-
418784,36564315,C7M61_000923,C7M61_000923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564316,C7M61_000924,C7M61_000924,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564317,C7M61_000925,C7M61_000925,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564318,C7M61_000926,C7M61_000926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564319,C7M61_000927,C7M61_000927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564320,C7M61_000928,C7M61_000928,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564321,C7M61_000929,C7M61_000929,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564322,C7M61_000930,C7M61_000930,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564323,C7M61_000931,C7M61_000931,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564324,C7M61_000932,C7M61_000932,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564325,C7M61_000933,C7M61_000933,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564326,C7M61_000934,C7M61_000934,-,-,Unknown,-,agmatinase,protein-coding,-,-,-,agmatinase,20200919,-
418784,36564327,C7M61_000935,C7M61_000935,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
418784,36564328,C7M61_000936,C7M61_000936,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564329,C7M61_000937,C7M61_000937,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564330,C7M61_000938,C7M61_000938,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564331,C7M61_000939,C7M61_000939,-,-,Unknown,-,eukaryotic translation initiation factor 2 subunit alpha,protein-coding,-,-,-,eukaryotic translation initiation factor 2 subunit alpha,20200919,-
418784,36564332,C7M61_000940,C7M61_000940,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564333,C7M61_000941,C7M61_000941,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564334,C7M61_000942,C7M61_000942,-,-,Unknown,-,AmmeMemoRadiSam system protein B,protein-coding,-,-,-,AmmeMemoRadiSam system protein B,20200919,-
418784,36564335,C7M61_000943,C7M61_000943,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564336,C7M61_000944,C7M61_000944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564337,C7M61_000945,C7M61_000945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564338,C7M61_000946,C7M61_000946,-,-,Unknown,-,vacuolar aspartic protease,protein-coding,-,-,-,vacuolar aspartic protease,20200919,-
418784,36564339,C7M61_000947,C7M61_000947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564340,C7M61_000948,C7M61_000948,-,-,Unknown,-,"heat shock protein SSC1, mitochondrial",protein-coding,-,-,-,"heat shock protein SSC1, mitochondrial",20200919,-
418784,36564341,C7M61_000949,C7M61_000949,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564342,C7M61_000950,C7M61_000950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564343,C7M61_000951,C7M61_000951,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564344,C7M61_000952,C7M61_000952,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564345,C7M61_000953,C7M61_000953,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564346,C7M61_000954,C7M61_000954,-,-,Unknown,-,60S ribosomal protein L21-A,protein-coding,-,-,-,60S ribosomal protein L21-A,20200919,-
418784,36564347,C7M61_000955,C7M61_000955,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
418784,36564348,C7M61_000957,C7M61_000957,-,-,Unknown,-,5S ribosomal RNA,rRNA,-,-,-,-,20200919,-
418784,36564349,C7M61_000958,C7M61_000958,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
