#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1871313,29079521,BI032_gp088,BI032_gp088,ABCD_0261,-,-,-,proximal tail fiber subunit,protein-coding,-,-,-,proximal tail fiber subunit,20200910,-
1871313,29079597,BI032_gp044,BI032_gp044,ABCD_0044,-,-,-,RNA polymerase,protein-coding,-,-,-,RNA polymerase,20200910,-
1871313,29079598,BI032_gp047,BI032_gp047,ABCD_0047,-,-,-,late promoters transcription,protein-coding,-,-,-,late promoters transcription,20200926,-
1871313,29079599,BI032_gp160,BI032_gp160,ABCD_0189,-,-,-,tail tube protein,protein-coding,-,-,-,tail tube protein,20210424,-
1871313,29079600,BI032_gp147,BI032_gp147,ABCD_0202,-,-,-,tail fibers protein,protein-coding,-,-,-,tail fibers protein,20200910,-
1871313,29079601,BI032_gp126,BI032_gp126,ABCD_0223,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079602,BI032_gp235,BI032_gp235,ABCD_0114,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079603,BI032_gp200,BI032_gp200,ABCD_0149,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079604,BI032_gp134,BI032_gp134,ABCD_0215,-,-,-,prohead assembly (scaffolding) protein,protein-coding,-,-,-,prohead assembly (scaffolding) protein,20210424,-
1871313,29079605,BI032_gp083,BI032_gp083,ABCD_0266,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079606,BI032_gp162,BI032_gp162,ABCD_0187,-,-,-,tail fiber chaperone,protein-coding,-,-,-,tail fiber chaperone,20200910,-
1871313,29079607,BI032_gp254,BI032_gp254,ABCD_0095,-,-,-,DNA ligase,protein-coding,-,-,-,DNA ligase,20200910,-
1871313,29079608,BI032_gp231,BI032_gp231,ABCD_0118,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079609,BI032_gp099,BI032_gp099,ABCD_0250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079610,BI032_gp013,BI032_gp013,ABCD_0013,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079611,BI032_gp179,BI032_gp179,ABCD_0170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079612,BI032_gp206,BI032_gp206,ABCD_0143,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079613,BI032_gp112,BI032_gp112,ABCD_0237,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079614,BI032_gp062,BI032_gp062,ABCD_0062,-,-,-,thymidylate synthase,protein-coding,-,-,-,thymidylate synthase,20200910,-
1871313,29079615,BI032_gp214,BI032_gp214,ABCD_0135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079616,BI032_gp245,BI032_gp245,ABCD_0104,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079617,BI032_gp042,BI032_gp042,ABCD_0042,-,-,-,clamp-loader subunit,protein-coding,-,-,-,clamp-loader subunit,20210424,-
1871313,29079618,BI032_gp268,BI032_gp268,ABCD_0081,-,-,-,pyruvate formate lyase,protein-coding,-,-,-,pyruvate formate lyase,20200910,-
1871313,29079619,BI032_gp199,BI032_gp199,ABCD_0150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079620,BI032_gp124,BI032_gp124,ABCD_0225,-,-,-,large outer capsid protein,protein-coding,-,-,-,large outer capsid protein,20200910,-
1871313,29079621,BI032_gp240,BI032_gp240,ABCD_0109,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20200926,-
1871313,29079622,BI032_gp155,BI032_gp155,ABCD_0194,-,-,-,strutural lysin,protein-coding,-,-,-,strutural lysin,20200910,-
1871313,29079623,BI032_gp006,BI032_gp006,ABCD_0006,-,-,-,DNA topoisomerase,protein-coding,-,-,-,DNA topoisomerase,20200910,-
1871313,29079624,BI032_gp163,BI032_gp163,ABCD_0186,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20200910,-
1871313,29079625,BI032_gp159,BI032_gp159,ABCD_0190,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079626,BI032_gp141,BI032_gp141,ABCD_0208,-,-,-,terminase large subunit,protein-coding,-,-,-,terminase large subunit,20210424,-
1871313,29079627,BI032_gp028,BI032_gp028,ABCD_0028,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20200910,-
1871313,29079628,BI032_gp174,BI032_gp174,ABCD_0175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079629,BI032_gp114,BI032_gp114,ABCD_0235,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20200910,-
1871313,29079630,BI032_gp095,BI032_gp095,ABCD_0254,-,-,-,ribonucleotide reductase of class III,protein-coding,-,-,-,ribonucleotide reductase of class III,20200910,-
1871313,29079631,BI032_gp074,BI032_gp074,ABCD_0074,-,-,-,co-chaperonin for GroEL,protein-coding,-,-,-,co-chaperonin for GroEL,20200910,-
1871313,29079632,BI032_gp084,BI032_gp084,ABCD_0265,-,-,-,holin,protein-coding,-,-,-,holin,20200910,-
1871313,29079633,BI032_gp051,BI032_gp051,ABCD_0051,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079634,BI032_gp228,BI032_gp228,ABCD_0121,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079635,BI032_gp100,BI032_gp100,ABCD_0249,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1871313,29079636,BI032_gp030,BI032_gp030,ABCD_0030,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079637,BI032_gp122,BI032_gp122,ABCD_0227,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1871313,29079638,BI032_gp102,BI032_gp102,ABCD_0247,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079639,BI032_gp094,BI032_gp094,ABCD_0255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079640,BI032_gp204,BI032_gp204,ABCD_0145,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079641,BI032_gp018,BI032_gp018,ABCD_0018,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079642,BI032_gp138,BI032_gp138,ABCD_0211,-,-,-,portal protein,protein-coding,-,-,-,portal protein,20210424,-
1871313,29079643,BI032_gp104,BI032_gp104,ABCD_0245,-,-,-,ribonucleoside-triphosphate reductase,protein-coding,-,-,-,ribonucleoside-triphosphate reductase,20200910,-
1871313,29079644,BI032_gp238,BI032_gp238,ABCD_0111,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079645,BI032_gp233,BI032_gp233,ABCD_0116,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079646,BI032_gp121,BI032_gp121,ABCD_0228,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1871313,29079647,BI032_gp010,BI032_gp010,ABCD_0010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079648,BI032_gp258,BI032_gp258,ABCD_0091,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079649,BI032_gp190,BI032_gp190,ABCD_0159,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079650,BI032_gp156,BI032_gp156,ABCD_0193,-,-,-,baseplate wedge subunit,protein-coding,-,-,-,baseplate wedge subunit,20210424,-
1871313,29079651,BI032_gp270,BI032_gp270,ABCD_0079,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079652,BI032_gp111,BI032_gp111,ABCD_0238,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079653,BI032_gp130,BI032_gp130,ABCD_0219,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079654,BI032_gp216,BI032_gp216,ABCD_0133,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079655,BI032_gp170,BI032_gp170,ABCD_0179,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079656,BI032_gp067,BI032_gp067,ABCD_0067,-,-,-,RNA ligase,protein-coding,-,-,-,RNA ligase,20200910,-
1871313,29079657,BI032_gp135,BI032_gp135,ABCD_0214,-,-,-,prohead assembly (scaffolding) protein,protein-coding,-,-,-,prohead assembly (scaffolding) protein,20210424,-
1871313,29079658,BI032_gp178,BI032_gp178,ABCD_0171,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079659,BI032_gp109,BI032_gp109,ABCD_0240,-,-,-,nicotinamide phosphoribosyl transferase,protein-coding,-,-,-,nicotinamide phosphoribosyl transferase,20210424,-
1871313,29079660,BI032_gp201,BI032_gp201,ABCD_0148,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079661,BI032_gp195,BI032_gp195,ABCD_0154,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079662,BI032_gp194,BI032_gp194,ABCD_0155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079663,BI032_gp032,BI032_gp032,ABCD_0032,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079664,BI032_gp239,BI032_gp239,ABCD_0110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079665,BI032_gp207,BI032_gp207,ABCD_0142,-,-,-,thymidine kinase,protein-coding,-,-,-,thymidine kinase,20200910,-
1871313,29079666,BI032_gp171,BI032_gp171,ABCD_0178,-,-,-,NUDIX hydrolase,protein-coding,-,-,-,NUDIX hydrolase,20200910,-
1871313,29079667,BI032_gp209,BI032_gp209,ABCD_0140,-,-,-,rI antiholin,protein-coding,-,-,-,rI antiholin,20210129,-
1871313,29079668,BI032_gp076,BI032_gp076,ABCD_0273,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079669,BI032_gp247,BI032_gp247,ABCD_0102,-,-,-,baseplate hub,protein-coding,-,-,-,baseplate hub,20210424,-
1871313,29079670,BI032_gp041,BI032_gp041,ABCD_0041,-,-,-,clamp-loader subunit,protein-coding,-,-,-,clamp-loader subunit,20210424,-
1871313,29079671,BI032_gp267,BI032_gp267,ABCD_0082,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079672,BI032_gp075,BI032_gp075,ABCD_0075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079673,BI032_gp053,BI032_gp053,ABCD_0053,-,-,-,endonuclease subunit,protein-coding,-,-,-,endonuclease subunit,20210424,-
1871313,29079674,BI032_gp189,BI032_gp189,ABCD_0160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079675,BI032_gp188,BI032_gp188,ABCD_0161,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079676,BI032_gp229,BI032_gp229,ABCD_0120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079677,BI032_gp166,BI032_gp166,ABCD_0183,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079678,BI032_gp115,BI032_gp115,ABCD_0234,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079679,BI032_gp014,BI032_gp014,ABCD_0014,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079680,BI032_gp202,BI032_gp202,ABCD_0147,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079681,BI032_gp173,BI032_gp173,ABCD_0176,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079682,BI032_gp079,BI032_gp079,ABCD_0270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079683,BI032_gp059,BI032_gp059,ABCD_0059,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079684,BI032_gp070,BI032_gp070,ABCD_0070,-,-,-,polynucleotide kinase,protein-coding,-,-,-,polynucleotide kinase,20200910,-
1871313,29079685,BI032_gp116,BI032_gp116,ABCD_0233,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079686,BI032_gp249,BI032_gp249,ABCD_0100,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1871313,29079687,BI032_gp040,BI032_gp040,ABCD_0040,-,-,-,early gene translational repressor,protein-coding,-,-,-,early gene translational repressor,20200910,-
1871313,29079688,BI032_gp193,BI032_gp193,ABCD_0156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079689,BI032_gp125,BI032_gp125,ABCD_0224,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079690,BI032_gp118,BI032_gp118,ABCD_0231,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079691,BI032_gp024,BI032_gp024,ABCD_0024,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079692,BI032_gp090,BI032_gp090,ABCD_0259,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079693,BI032_gp025,BI032_gp025,ABCD_0025,-,-,-,DNA helicase,protein-coding,-,-,-,DNA helicase,20210424,-
1871313,29079694,BI032_gp248,BI032_gp248,ABCD_0101,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079695,BI032_gp107,BI032_gp107,ABCD_0242,-,-,-,DNA adenine methylase,protein-coding,-,-,-,DNA adenine methylase,20200910,-
1871313,29079696,BI032_gp037,BI032_gp037,ABCD_0037,-,-,-,RecA-like recombination protein,protein-coding,-,-,-,RecA-like recombination protein,20200910,-
1871313,29079697,BI032_gp019,BI032_gp019,ABCD_0019,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079698,BI032_gp187,BI032_gp187,ABCD_0162,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20200910,-
1871313,29079699,BI032_gp167,BI032_gp167,ABCD_0182,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
1871313,29079700,BI032_gp265,BI032_gp265,ABCD_0084,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079701,BI032_gp234,BI032_gp234,ABCD_0115,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079702,BI032_gp027,BI032_gp027,ABCD_0027,-,-,-,dUTPase,protein-coding,-,-,-,dUTPase,20200910,-
1871313,29079703,BI032_gp081,BI032_gp081,ABCD_0268,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079704,BI032_gp012,BI032_gp012,ABCD_0012,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079705,BI032_gp045,BI032_gp045,ABCD_0045,-,-,-,ssDNA binding protein,protein-coding,-,-,-,ssDNA binding protein,20210424,-
1871313,29079706,BI032_gp208,BI032_gp208,ABCD_0141,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1871313,29079707,BI032_gp097,BI032_gp097,ABCD_0252,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
