#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1051616,26834848,atp9,AYB92_gp14,-,-,MT,-,ATP synthase F0 subunit 9,protein-coding,-,-,-,ATP synthase F0 subunit 9,20210417,-
1051616,39603839,CDC14,D7B24_000150,-,-,Unknown,-,cell division control protein 14,protein-coding,-,-,-,cell division control protein 14,20200515,-
1051616,39603840,D7B24_000151,D7B24_000151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603841,D7B24_000152,D7B24_000152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603842,D7B24_000153,D7B24_000153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603843,MEX67,D7B24_000154,-,-,Unknown,-,"nuclear mRNA export, poly(A)+RNA binding protein",protein-coding,-,-,-,"nuclear mRNA export, poly(A)+RNA binding protein",20200515,-
1051616,39603844,MPH1,D7B24_000155,-,-,Unknown,-,3'-5' DNA helicase,protein-coding,-,-,-,3'-5' DNA helicase,20200515,-
1051616,39603845,ACE1_1,D7B24_000156,-,-,Unknown,-,copper-binding transcription factor,protein-coding,-,-,-,copper-binding transcription factor,20200515,-
1051616,39603846,D7B24_000157,D7B24_000157,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603847,D7B24_000158,D7B24_000158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603848,D7B24_000159,D7B24_000159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603849,D7B24_000160,D7B24_000160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603850,D7B24_000161,D7B24_000161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603851,D7B24_000162,D7B24_000162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603852,VPS10,D7B24_000163,-,-,Unknown,-,vacuolar protein sorting/targeting protein PEP1,protein-coding,-,-,-,vacuolar protein sorting/targeting protein PEP1,20200515,-
1051616,39603853,D7B24_000164,D7B24_000164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603854,D7B24_000165,D7B24_000165,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603855,D7B24_000166,D7B24_000166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603856,CHS3,D7B24_000167,-,-,Unknown,-,"Chitin synthase, class 3",protein-coding,-,-,-,"Chitin synthase, class 3",20200515,-
1051616,39603857,D7B24_000168,D7B24_000168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603858,D7B24_000169,D7B24_000169,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39603859,CDC5,D7B24_000170,-,-,Unknown,-,Cell cycle serine/threonine-protein kinase cdc5/MSD2,protein-coding,-,-,-,Cell cycle serine/threonine-protein kinase cdc5/MSD2,20200515,-
1051616,39603860,D7B24_000171,D7B24_000171,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603861,D7B24_000172,D7B24_000172,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603862,D7B24_000173,D7B24_000173,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603863,D7B24_000174,D7B24_000174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
1051616,39603864,D7B24_000175,D7B24_000175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603865,ATP2A3,D7B24_000176,-,-,Unknown,-,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,protein-coding,-,-,-,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,20200515,-
1051616,39603866,PUP3,D7B24_000177,-,-,Unknown,-,proteasome core particle subunit beta 3,protein-coding,-,-,-,proteasome core particle subunit beta 3,20200515,-
1051616,39603867,D7B24_000178,D7B24_000178,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603868,RPL36,D7B24_000179,-,-,Unknown,-,60S ribosomal protein L36,protein-coding,-,-,-,60S ribosomal protein L36,20200515,-
1051616,39603869,D7B24_000180,D7B24_000180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603870,D7B24_000181,D7B24_000181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603871,D7B24_000182,D7B24_000182,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603872,D7B24_000183,D7B24_000183,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603873,D7B24_000184,D7B24_000184,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603874,PRPF39,D7B24_000185,-,-,Unknown,-,PRP39 pre-mRNA processing factor 39,protein-coding,-,-,-,PRP39 pre-mRNA processing factor 39,20200515,-
1051616,39603875,D7B24_000186,D7B24_000186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603876,D7B24_000187,D7B24_000187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603877,D7B24_000188,D7B24_000188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603878,D7B24_000189,D7B24_000189,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603879,D7B24_000190,D7B24_000190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603880,CCP1,D7B24_000191,-,-,Unknown,-,heme peroxidase,protein-coding,-,-,-,heme peroxidase,20200515,-
1051616,39603881,ATPAF1,D7B24_000192,-,-,Unknown,-,ATP synthase mitochondrial F1 complex assembly factor 1,protein-coding,-,-,-,ATP synthase mitochondrial F1 complex assembly factor 1,20200515,-
1051616,39603882,D7B24_000193,D7B24_000193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603883,PEX6,D7B24_000194,-,-,Unknown,-,peroxisomal assembly protein,protein-coding,-,-,-,peroxisomal assembly protein,20200515,-
1051616,39603884,D7B24_000195,D7B24_000195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603885,D7B24_000196,D7B24_000196,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603886,D7B24_000197,D7B24_000197,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603887,D7B24_000198,D7B24_000198,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603888,D7B24_000199,D7B24_000199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603889,D7B24_000200,D7B24_000200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603890,ENT3,D7B24_000201,-,-,Unknown,-,Epsin-3,protein-coding,-,-,-,Epsin-3,20200515,-
1051616,39603891,CSR1,D7B24_000202,-,-,Unknown,-,phosphatidylinositol transfer protein csr1,protein-coding,-,-,-,phosphatidylinositol transfer protein csr1,20200515,-
1051616,39603892,RPC34,D7B24_000203,-,-,Unknown,-,34-kDa subunit of RNA polymerase III (C),protein-coding,-,-,-,34-kDa subunit of RNA polymerase III (C),20200515,-
1051616,39603893,D7B24_000204,D7B24_000204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603894,D7B24_000205,D7B24_000205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603895,MXR1,D7B24_000206,-,-,Unknown,-,Peptide-methionine (S)-S-oxide reductase,protein-coding,-,-,-,Peptide-methionine (S)-S-oxide reductase,20200515,-
1051616,39603896,D7B24_000207,D7B24_000207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603897,D7B24_000208,D7B24_000208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603898,HCN1,D7B24_000209,-,-,Unknown,-,anaphase-promoting complex subunit Hcn1,protein-coding,-,-,-,anaphase-promoting complex subunit Hcn1,20200515,-
1051616,39603899,D7B24_000210,D7B24_000210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603900,D7B24_000211,D7B24_000211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603901,D7B24_000212,D7B24_000212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603902,D7B24_000213,D7B24_000213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603903,D7B24_000214,D7B24_000214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603904,D7B24_000215,D7B24_000215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603905,RPS21,D7B24_000216,-,-,Unknown,-,40S ribosomal protein S21,protein-coding,-,-,-,40S ribosomal protein S21,20200515,-
1051616,39603906,SLX4,D7B24_000217,-,-,Unknown,-,5'-flap endonuclease,protein-coding,-,-,-,5'-flap endonuclease,20200515,-
1051616,39603907,D7B24_000218,D7B24_000218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603908,STI1,D7B24_000219,-,-,Unknown,-,Hsp90 cochaperone,protein-coding,-,-,-,Hsp90 cochaperone,20200515,-
1051616,39603909,D7B24_000220,D7B24_000220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603910,D7B24_000221,D7B24_000221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603911,D7B24_000222,D7B24_000222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603912,D7B24_000223,D7B24_000223,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603913,D7B24_000224,D7B24_000224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603914,D7B24_000225,D7B24_000225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603915,D7B24_000226,D7B24_000226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603916,D7B24_000227,D7B24_000227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603917,D7B24_000228,D7B24_000228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603918,D7B24_000229,D7B24_000229,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603919,D7B24_000230,D7B24_000230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603920,D7B24_000231,D7B24_000231,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603921,D7B24_000232,D7B24_000232,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603922,D7B24_000233,D7B24_000233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603923,D7B24_000234,D7B24_000234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603924,D7B24_000235,D7B24_000235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603925,SKI6,D7B24_000236,-,-,Unknown,-,Exosome non-catalytic core component,protein-coding,-,-,-,Exosome non-catalytic core component,20200515,-
1051616,39603926,D7B24_000237,D7B24_000237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603927,TIM50,D7B24_000238,-,-,Unknown,-,mitochondrial inner membrane protein required for protein import,protein-coding,-,-,-,mitochondrial inner membrane protein required for protein import,20200515,-
1051616,39603928,D7B24_000239,D7B24_000239,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603929,D7B24_000240,D7B24_000240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603930,D7B24_000241,D7B24_000241,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603931,D7B24_000242,D7B24_000242,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603932,D7B24_000243,D7B24_000243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603933,PUT1,D7B24_000244,-,-,Unknown,-,proline dehydrogenase,protein-coding,-,-,-,proline dehydrogenase,20200515,-
1051616,39603934,D7B24_000245,D7B24_000245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603935,D7B24_000246,D7B24_000246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603936,D7B24_000247,D7B24_000247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603937,D7B24_000248,D7B24_000248,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603938,D7B24_000249,D7B24_000249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603939,KLP5,D7B24_000250,-,-,Unknown,-,kinesin-like protein Klp5,protein-coding,-,-,-,kinesin-like protein Klp5,20200515,-
1051616,39603940,D7B24_000251,D7B24_000251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603941,D7B24_000252,D7B24_000252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603942,D7B24_000253,D7B24_000253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603943,D7B24_000254,D7B24_000254,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603944,D7B24_000255,D7B24_000255,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603945,D7B24_000256,D7B24_000256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603946,D7B24_000257,D7B24_000257,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603947,D7B24_000258,D7B24_000258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603948,D7B24_000259,D7B24_000259,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603949,D7B24_000260,D7B24_000260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603950,D7B24_000261,D7B24_000261,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603951,D7B24_000262,D7B24_000262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603952,D7B24_000263,D7B24_000263,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603953,D7B24_000264,D7B24_000264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603954,D7B24_000265,D7B24_000265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603955,D7B24_000266,D7B24_000266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603956,D7B24_000267,D7B24_000267,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603957,D7B24_000268,D7B24_000268,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603958,D7B24_000269,D7B24_000269,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603959,SMG1,D7B24_000270,-,-,Unknown,-,Serine/threonine-protein kinase smg1,protein-coding,-,-,-,Serine/threonine-protein kinase smg1,20200515,-
1051616,39603960,D7B24_000271,D7B24_000271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603961,D7B24_000272,D7B24_000272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603962,D7B24_000273,D7B24_000273,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603963,D7B24_000274,D7B24_000274,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603964,MAN9,D7B24_000275,-,-,Unknown,-,Beta-mannosidase B,protein-coding,-,-,-,Beta-mannosidase B,20200515,-
1051616,39603965,D7B24_000276,D7B24_000276,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603966,D7B24_000277,D7B24_000277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603967,D7B24_000278,D7B24_000278,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603968,D7B24_000279,D7B24_000279,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603969,D7B24_000280,D7B24_000280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603970,D7B24_000281,D7B24_000281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603971,D7B24_000282,D7B24_000282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603972,D7B24_000283,D7B24_000283,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39603973,D7B24_000284,D7B24_000284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603974,D7B24_000285,D7B24_000285,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603975,HMG1,D7B24_000286,-,-,Unknown,-,3-hydroxy-3-methylglutaryl-coenzyme A (HMG-CoA) reductase isozyme,protein-coding,-,-,-,3-hydroxy-3-methylglutaryl-coenzyme A (HMG-CoA) reductase isozyme,20200515,-
1051616,39603976,D7B24_000287,D7B24_000287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603977,D7B24_000288,D7B24_000288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603978,D7B24_000289,D7B24_000289,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603979,XYL1_1,D7B24_000290,-,-,Unknown,-,NAD(P)H-dependent D-xylose reductase (XR),protein-coding,-,-,-,NAD(P)H-dependent D-xylose reductase (XR),20200515,-
1051616,39603980,D7B24_000291,D7B24_000291,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603981,D7B24_000292,D7B24_000292,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
1051616,39603982,D7B24_000293,D7B24_000293,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603983,D7B24_000294,D7B24_000294,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603984,D7B24_000295,D7B24_000295,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603985,D7B24_000296,D7B24_000296,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603986,D7B24_000297,D7B24_000297,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603987,D7B24_000298,D7B24_000298,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603988,D7B24_000299,D7B24_000299,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603989,D7B24_000300,D7B24_000300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603990,D7B24_000301,D7B24_000301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603991,D7B24_000302,D7B24_000302,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
1051616,39603992,D7B24_000303,D7B24_000303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200515,-
