#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
3885,18618291,PHAVU_010G129600g,PHAVU_010G129600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618292,PHAVU_010G129700g,PHAVU_010G129700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618293,PHAVU_010G129800g,PHAVU_010G129800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618294,PHAVU_010G129900g,PHAVU_010G129900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618295,PHAVU_010G130000g,PHAVU_010G130000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618296,PHAVU_010G130100g,PHAVU_010G130100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618297,PHAVU_010G130200g,PHAVU_010G130200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618298,PHAVU_010G130300g,PHAVU_010G130300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618299,PHAVU_010G130400g,PHAVU_010G130400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618300,PHAVU_010G130500g,PHAVU_010G130500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618301,PHAVU_010G130600g,PHAVU_010G130600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618302,PHAVU_010G130700g,PHAVU_010G130700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618303,PHAVU_010G130800g,PHAVU_010G130800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618304,PHAVU_010G130900g,PHAVU_010G130900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618305,PHAVU_010G131000g,PHAVU_010G131000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618306,PHAVU_010G131100g,PHAVU_010G131100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618307,PHAVU_010G131200g,PHAVU_010G131200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618308,PHAVU_010G131300g,PHAVU_010G131300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618309,PHAVU_010G131400g,PHAVU_010G131400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618310,PHAVU_010G131500g,PHAVU_010G131500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618311,PHAVU_010G131600g,PHAVU_010G131600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618312,PHAVU_010G131700g,PHAVU_010G131700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618313,PHAVU_010G131800g,PHAVU_010G131800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618314,PHAVU_010G131900g,PHAVU_010G131900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618315,PHAVU_010G1320001g,PHAVU_010G1320001g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618316,PHAVU_010G1320000g,PHAVU_010G1320000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618317,PHAVU_010G132100g,PHAVU_010G132100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618318,PHAVU_010G132200g,PHAVU_010G132200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618319,PHAVU_010G132300g,PHAVU_010G132300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618320,PHAVU_010G132400g,PHAVU_010G132400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618321,PHAVU_010G132500g,PHAVU_010G132500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618322,PHAVU_010G132600g,PHAVU_010G132600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618323,PHAVU_010G132700g,PHAVU_010G132700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618324,PHAVU_010G132800g,PHAVU_010G132800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618325,PHAVU_010G132900g,PHAVU_010G132900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618326,PHAVU_010G133000g,PHAVU_010G133000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618327,PHAVU_010G133100g,PHAVU_010G133100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618328,PHAVU_010G133200g,PHAVU_010G133200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618329,PHAVU_010G133300g,PHAVU_010G133300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618330,PHAVU_010G133400g,PHAVU_010G133400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618331,PHAVU_010G133500g,PHAVU_010G133500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618332,PHAVU_010G133600g,PHAVU_010G133600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618333,PHAVU_010G133700g,PHAVU_010G133700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618334,PHAVU_010G133800g,PHAVU_010G133800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618335,PHAVU_010G133900g,PHAVU_010G133900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618336,PHAVU_010G134000g,PHAVU_010G134000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618337,PHAVU_010G134100g,PHAVU_010G134100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618338,PHAVU_010G134200g,PHAVU_010G134200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618339,PHAVU_010G134300g,PHAVU_010G134300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618340,PHAVU_010G134400g,PHAVU_010G134400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618341,PHAVU_010G134500g,PHAVU_010G134500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618342,PHAVU_010G134600g,PHAVU_010G134600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618343,PHAVU_010G134700g,PHAVU_010G134700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618344,PHAVU_010G134800g,PHAVU_010G134800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618345,PHAVU_010G134900g,PHAVU_010G134900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618346,PHAVU_010G135000g,PHAVU_010G135000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618347,PHAVU_010G135100g,PHAVU_010G135100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618348,PHAVU_010G135200g,PHAVU_010G135200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618349,PHAVU_010G135300g,PHAVU_010G135300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618350,PHAVU_010G135400g,PHAVU_010G135400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618351,PHAVU_010G135500g,PHAVU_010G135500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618352,PHAVU_010G135600g,PHAVU_010G135600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618353,PHAVU_010G135700g,PHAVU_010G135700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618354,PHAVU_010G135800g,PHAVU_010G135800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618355,PHAVU_010G135900g,PHAVU_010G135900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618356,PHAVU_010G136000g,PHAVU_010G136000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618357,PHAVU_010G136100g,PHAVU_010G136100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618358,PHAVU_010G136200g,PHAVU_010G136200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618359,PHAVU_010G136300g,PHAVU_010G136300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618360,PHAVU_010G136400g,PHAVU_010G136400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618361,PHAVU_010G136500g,PHAVU_010G136500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618362,PHAVU_010G136600g,PHAVU_010G136600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618363,PHAVU_010G136700g,PHAVU_010G136700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618364,PHAVU_010G136800g,PHAVU_010G136800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618365,PHAVU_010G136900g,PHAVU_010G136900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618366,PHAVU_010G137000g,PHAVU_010G137000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618367,PHAVU_010G137100g,PHAVU_010G137100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618368,PHAVU_010G137200g,PHAVU_010G137200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618369,PHAVU_010G137300g,PHAVU_010G137300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618370,PHAVU_010G137400g,PHAVU_010G137400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618371,PHAVU_010G137500g,PHAVU_010G137500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618372,PHAVU_010G137600g,PHAVU_010G137600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618373,PHAVU_010G137700g,PHAVU_010G137700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618374,PHAVU_010G137800g,PHAVU_010G137800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618375,PHAVU_010G137900g,PHAVU_010G137900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618376,PHAVU_010G138000g,PHAVU_010G138000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618377,PHAVU_010G138100g,PHAVU_010G138100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618378,PHAVU_010G138200g,PHAVU_010G138200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618379,PHAVU_010G138300g,PHAVU_010G138300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618380,PHAVU_010G138400g,PHAVU_010G138400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618381,PHAVU_010G138500g,PHAVU_010G138500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618382,PHAVU_010G138600g,PHAVU_010G138600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618383,PHAVU_010G138700g,PHAVU_010G138700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618384,PHAVU_010G138800g,PHAVU_010G138800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618385,PHAVU_010G138900g,PHAVU_010G138900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618386,PHAVU_010G139000g,PHAVU_010G139000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618387,PHAVU_010G139100g,PHAVU_010G139100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618388,PHAVU_010G139200g,PHAVU_010G139200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618389,PHAVU_010G139300g,PHAVU_010G139300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618390,PHAVU_010G139400g,PHAVU_010G139400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618391,PHAVU_010G139500g,PHAVU_010G139500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618392,PHAVU_010G139600g,PHAVU_010G139600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618393,PHAVU_010G139700g,PHAVU_010G139700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618394,PHAVU_010G139800g,PHAVU_010G139800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618395,PHAVU_010G139900g,PHAVU_010G139900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618396,PHAVU_010G140000g,PHAVU_010G140000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618397,PHAVU_010G140100g,PHAVU_010G140100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618398,PHAVU_010G140200g,PHAVU_010G140200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618399,PHAVU_010G140300g,PHAVU_010G140300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618400,PHAVU_010G1404001g,PHAVU_010G1404001g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618401,PHAVU_010G1404002g,PHAVU_010G1404002g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618402,PHAVU_010G1404003g,PHAVU_010G1404003g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618403,PHAVU_010G1404000g,PHAVU_010G1404000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618404,PHAVU_010G140500g,PHAVU_010G140500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618405,PHAVU_010G140600g,PHAVU_010G140600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618406,PHAVU_010G1407000g,PHAVU_010G1407000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618407,PHAVU_010G140800g,PHAVU_010G140800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618408,PHAVU_010G140900g,PHAVU_010G140900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618409,PHAVU_010G141000g,PHAVU_010G141000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618410,PHAVU_010G141100g,PHAVU_010G141100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618411,PHAVU_010G141200g,PHAVU_010G141200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618412,PHAVU_010G141300g,PHAVU_010G141300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618413,PHAVU_010G141400g,PHAVU_010G141400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618414,PHAVU_010G141500g,PHAVU_010G141500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618415,PHAVU_010G141600g,PHAVU_010G141600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618416,PHAVU_010G141700g,PHAVU_010G141700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618417,PHAVU_010G141800g,PHAVU_010G141800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618418,PHAVU_010G141900g,PHAVU_010G141900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618419,PHAVU_010G1420001g,PHAVU_010G1420001g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618420,PHAVU_010G1420000g,PHAVU_010G1420000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618421,PHAVU_010G142100g,PHAVU_010G142100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618422,PHAVU_010G142200g,PHAVU_010G142200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618423,PHAVU_010G142300g,PHAVU_010G142300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618424,PHAVU_010G142400g,PHAVU_010G142400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618425,PHAVU_010G142500g,PHAVU_010G142500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618426,PHAVU_010G142600g,PHAVU_010G142600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618427,PHAVU_010G142700g,PHAVU_010G142700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618428,PHAVU_010G142800g,PHAVU_010G142800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618429,PHAVU_010G142900g,PHAVU_010G142900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618430,PHAVU_010G143000g,PHAVU_010G143000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618431,PHAVU_010G143100g,PHAVU_010G143100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618432,PHAVU_010G143200g,PHAVU_010G143200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618433,PHAVU_010G143300g,PHAVU_010G143300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618434,PHAVU_010G143500g,PHAVU_010G143500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618435,PHAVU_010G143400g,PHAVU_010G143400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618436,PHAVU_010G143600g,PHAVU_010G143600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618437,PHAVU_010G143700g,PHAVU_010G143700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618438,PHAVU_010G143800g,PHAVU_010G143800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618439,PHAVU_010G143900g,PHAVU_010G143900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
