#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
3885,18618101,PHAVU_010G110900g,PHAVU_010G110900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618102,PHAVU_010G111000g,PHAVU_010G111000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618103,PHAVU_010G111100g,PHAVU_010G111100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618104,PHAVU_010G111200g,PHAVU_010G111200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618105,PHAVU_010G111300g,PHAVU_010G111300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618106,PHAVU_010G111400g,PHAVU_010G111400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618107,PHAVU_010G111500g,PHAVU_010G111500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618108,PHAVU_010G111600g,PHAVU_010G111600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618109,PHAVU_010G111700g,PHAVU_010G111700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618110,PHAVU_010G111800g,PHAVU_010G111800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618111,PHAVU_010G111900g,PHAVU_010G111900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618112,PHAVU_010G112000g,PHAVU_010G112000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618113,PHAVU_010G112100g,PHAVU_010G112100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618114,PHAVU_010G112200g,PHAVU_010G112200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618115,PHAVU_010G112300g,PHAVU_010G112300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618116,PHAVU_010G112400g,PHAVU_010G112400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618117,PHAVU_010G112500g,PHAVU_010G112500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618118,PHAVU_010G112600g,PHAVU_010G112600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618119,PHAVU_010G112700g,PHAVU_010G112700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618120,PHAVU_010G112800g,PHAVU_010G112800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618121,PHAVU_010G112900g,PHAVU_010G112900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618122,PHAVU_010G113000g,PHAVU_010G113000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618123,PHAVU_010G113100g,PHAVU_010G113100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618124,PHAVU_010G113200g,PHAVU_010G113200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618125,PHAVU_010G113300g,PHAVU_010G113300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618126,PHAVU_010G113400g,PHAVU_010G113400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618127,PHAVU_010G113500g,PHAVU_010G113500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618128,PHAVU_010G113600g,PHAVU_010G113600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618129,PHAVU_010G113700g,PHAVU_010G113700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618130,PHAVU_010G113800g,PHAVU_010G113800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618131,PHAVU_010G113900g,PHAVU_010G113900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618132,PHAVU_010G114000g,PHAVU_010G114000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618133,PHAVU_010G114100g,PHAVU_010G114100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618134,PHAVU_010G114200g,PHAVU_010G114200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618135,PHAVU_010G114300g,PHAVU_010G114300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618136,PHAVU_010G114400g,PHAVU_010G114400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618137,PHAVU_010G114500g,PHAVU_010G114500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618138,PHAVU_010G114600g,PHAVU_010G114600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618139,PHAVU_010G114700g,PHAVU_010G114700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618140,PHAVU_010G114800g,PHAVU_010G114800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618141,PHAVU_010G114900g,PHAVU_010G114900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618142,PHAVU_010G115000g,PHAVU_010G115000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618143,PHAVU_010G115100g,PHAVU_010G115100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618144,PHAVU_010G115200g,PHAVU_010G115200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618145,PHAVU_010G115300g,PHAVU_010G115300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618146,PHAVU_010G115400g,PHAVU_010G115400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618147,PHAVU_010G115500g,PHAVU_010G115500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618148,PHAVU_010G115600g,PHAVU_010G115600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618149,PHAVU_010G115700g,PHAVU_010G115700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618150,PHAVU_010G115800g,PHAVU_010G115800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618151,PHAVU_010G115900g,PHAVU_010G115900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618152,PHAVU_010G116000g,PHAVU_010G116000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618153,PHAVU_010G116100g,PHAVU_010G116100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618154,PHAVU_010G116200g,PHAVU_010G116200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618155,PHAVU_010G116300g,PHAVU_010G116300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618156,PHAVU_010G116400g,PHAVU_010G116400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618157,PHAVU_010G116500g,PHAVU_010G116500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618158,PHAVU_010G116600g,PHAVU_010G116600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618159,PHAVU_010G116700g,PHAVU_010G116700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618160,PHAVU_010G116800g,PHAVU_010G116800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618161,PHAVU_010G116900g,PHAVU_010G116900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618162,PHAVU_010G1170001g,PHAVU_010G1170001g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618163,PHAVU_010G1170000g,PHAVU_010G1170000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618164,PHAVU_010G117100g,PHAVU_010G117100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618165,PHAVU_010G117200g,PHAVU_010G117200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618166,PHAVU_010G117300g,PHAVU_010G117300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618167,PHAVU_010G117400g,PHAVU_010G117400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618168,PHAVU_010G117500g,PHAVU_010G117500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618169,PHAVU_010G117600g,PHAVU_010G117600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618170,PHAVU_010G117700g,PHAVU_010G117700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618171,PHAVU_010G117800g,PHAVU_010G117800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618172,PHAVU_010G117900g,PHAVU_010G117900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618173,PHAVU_010G118000g,PHAVU_010G118000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618174,PHAVU_010G118100g,PHAVU_010G118100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618175,PHAVU_010G118200g,PHAVU_010G118200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618176,PHAVU_010G118300g,PHAVU_010G118300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618177,PHAVU_010G118400g,PHAVU_010G118400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618178,PHAVU_010G118500g,PHAVU_010G118500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618179,PHAVU_010G118600g,PHAVU_010G118600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618180,PHAVU_010G118700g,PHAVU_010G118700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618181,PHAVU_010G118800g,PHAVU_010G118800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618182,PHAVU_010G118900g,PHAVU_010G118900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618183,PHAVU_010G119000g,PHAVU_010G119000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618184,PHAVU_010G119100g,PHAVU_010G119100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618185,PHAVU_010G119200g,PHAVU_010G119200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618186,PHAVU_010G119300g,PHAVU_010G119300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618187,PHAVU_010G119400g,PHAVU_010G119400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618188,PHAVU_010G119500g,PHAVU_010G119500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618189,PHAVU_010G119600g,PHAVU_010G119600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618190,PHAVU_010G119700g,PHAVU_010G119700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618191,PHAVU_010G119800g,PHAVU_010G119800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618192,PHAVU_010G119900g,PHAVU_010G119900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618193,PHAVU_010G120000g,PHAVU_010G120000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618194,PHAVU_010G120100g,PHAVU_010G120100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618195,PHAVU_010G120200g,PHAVU_010G120200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618196,PHAVU_010G120300g,PHAVU_010G120300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618197,PHAVU_010G120400g,PHAVU_010G120400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618198,PHAVU_010G120500g,PHAVU_010G120500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618199,PHAVU_010G120600g,PHAVU_010G120600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618200,PHAVU_010G120700g,PHAVU_010G120700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618201,PHAVU_010G120800g,PHAVU_010G120800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618202,PHAVU_010G120900g,PHAVU_010G120900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618203,PHAVU_010G121000g,PHAVU_010G121000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618204,PHAVU_010G121100g,PHAVU_010G121100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618205,PHAVU_010G121200g,PHAVU_010G121200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618206,PHAVU_010G1213001g,PHAVU_010G1213001g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618207,PHAVU_010G1213000g,PHAVU_010G1213000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618208,PHAVU_010G121400g,PHAVU_010G121400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618209,PHAVU_010G121500g,PHAVU_010G121500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618210,PHAVU_010G121600g,PHAVU_010G121600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618211,PHAVU_010G121700g,PHAVU_010G121700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618212,PHAVU_010G121800g,PHAVU_010G121800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618213,PHAVU_010G121900g,PHAVU_010G121900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618214,PHAVU_010G122000g,PHAVU_010G122000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618215,PHAVU_010G122100g,PHAVU_010G122100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618216,PHAVU_010G122200g,PHAVU_010G122200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618217,PHAVU_010G122300g,PHAVU_010G122300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618218,PHAVU_010G122400g,PHAVU_010G122400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618219,PHAVU_010G122500g,PHAVU_010G122500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618220,PHAVU_010G122600g,PHAVU_010G122600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618221,PHAVU_010G122700g,PHAVU_010G122700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618222,PHAVU_010G122800g,PHAVU_010G122800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618223,PHAVU_010G122900g,PHAVU_010G122900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618224,PHAVU_010G123000g,PHAVU_010G123000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618225,PHAVU_010G123100g,PHAVU_010G123100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618226,PHAVU_010G123200g,PHAVU_010G123200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618227,PHAVU_010G123300g,PHAVU_010G123300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618228,PHAVU_010G123400g,PHAVU_010G123400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618229,PHAVU_010G123500g,PHAVU_010G123500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618230,PHAVU_010G123600g,PHAVU_010G123600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618231,PHAVU_010G123700g,PHAVU_010G123700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618232,PHAVU_010G123800g,PHAVU_010G123800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618233,PHAVU_010G123900g,PHAVU_010G123900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618234,PHAVU_010G124000g,PHAVU_010G124000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618235,PHAVU_010G124100g,PHAVU_010G124100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618236,PHAVU_010G124200g,PHAVU_010G124200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618237,PHAVU_010G124300g,PHAVU_010G124300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618238,PHAVU_010G124400g,PHAVU_010G124400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618239,PHAVU_010G124500g,PHAVU_010G124500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618240,PHAVU_010G124600g,PHAVU_010G124600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618241,PHAVU_010G124700g,PHAVU_010G124700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618242,PHAVU_010G124800g,PHAVU_010G124800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618243,PHAVU_010G124900g,PHAVU_010G124900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618244,PHAVU_010G125000g,PHAVU_010G125000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618245,PHAVU_010G125100g,PHAVU_010G125100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618246,PHAVU_010G125200g,PHAVU_010G125200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618247,PHAVU_010G125300g,PHAVU_010G125300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618248,PHAVU_010G125400g,PHAVU_010G125400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618249,PHAVU_010G125500g,PHAVU_010G125500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618250,PHAVU_010G125600g,PHAVU_010G125600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618251,PHAVU_010G125700g,PHAVU_010G125700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618252,PHAVU_010G1258000g,PHAVU_010G1258000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618253,PHAVU_010G125900g,PHAVU_010G125900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618254,PHAVU_010G126000g,PHAVU_010G126000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618255,PHAVU_010G126100g,PHAVU_010G126100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618256,PHAVU_010G1262001g,PHAVU_010G1262001g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618257,PHAVU_010G1262000g,PHAVU_010G1262000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618258,PHAVU_010G126300g,PHAVU_010G126300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618259,PHAVU_010G126400g,PHAVU_010G126400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618260,PHAVU_010G126500g,PHAVU_010G126500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618261,PHAVU_010G126600g,PHAVU_010G126600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618262,PHAVU_010G126700g,PHAVU_010G126700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618263,PHAVU_010G126800g,PHAVU_010G126800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618264,PHAVU_010G126900g,PHAVU_010G126900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618265,PHAVU_010G127000g,PHAVU_010G127000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618266,PHAVU_010G127100g,PHAVU_010G127100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618267,PHAVU_010G127200g,PHAVU_010G127200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618268,PHAVU_010G127300g,PHAVU_010G127300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618269,PHAVU_010G127400g,PHAVU_010G127400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618270,PHAVU_010G127500g,PHAVU_010G127500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618271,PHAVU_010G127600g,PHAVU_010G127600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618272,PHAVU_010G127700g,PHAVU_010G127700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618273,PHAVU_010G127800g,PHAVU_010G127800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618274,PHAVU_010G127900g,PHAVU_010G127900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618275,PHAVU_010G128000g,PHAVU_010G128000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618276,PHAVU_010G128100g,PHAVU_010G128100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618277,PHAVU_010G128200g,PHAVU_010G128200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618278,PHAVU_010G128300g,PHAVU_010G128300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618279,PHAVU_010G128400g,PHAVU_010G128400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618280,PHAVU_010G128500g,PHAVU_010G128500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618281,PHAVU_010G128600g,PHAVU_010G128600g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618282,PHAVU_010G128700g,PHAVU_010G128700g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618283,PHAVU_010G128800g,PHAVU_010G128800g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618284,PHAVU_010G128900g,PHAVU_010G128900g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618285,PHAVU_010G129000g,PHAVU_010G129000g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618286,PHAVU_010G129100g,PHAVU_010G129100g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618287,PHAVU_010G129200g,PHAVU_010G129200g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618288,PHAVU_010G129300g,PHAVU_010G129300g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618289,PHAVU_010G129400g,PHAVU_010G129400g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
3885,18618290,PHAVU_010G129500g,PHAVU_010G129500g,-,-,10,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200908,-
