#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1582151,26647032,PHICD146_20002,PHICD146_20002,-,-,-,-,terminase,protein-coding,-,-,-,terminase,20201221,-
1582151,26647045,PHICD146_20015,PHICD146_20015,-,-,-,-,DUF4236 domain-containing protein,protein-coding,-,-,-,DUF4236 domain-containing protein,20201221,-
1582151,26647046,PHICD146_20016,PHICD146_20016,-,-,-,-,Tail tape measure,protein-coding,-,-,-,Tail tape measure,20200629,-
1582151,26647047,PHICD146_20017,PHICD146_20017,-,-,-,-,Tail component protein,protein-coding,-,-,-,Tail component protein,20201026,-
1582151,26647048,PHICD146_20018,PHICD146_20018,-,-,-,-,Tail protein/endopeptidase,protein-coding,-,-,-,Tail protein/endopeptidase,20200801,-
1582151,26647049,PHICD146_20019,PHICD146_20019,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647050,PHICD146_20020,PHICD146_20020,-,-,-,-,Tail fiber protein,protein-coding,-,-,-,Tail fiber protein,20200629,-
1582151,26647051,PHICD146_20021,PHICD146_20021,-,-,-,-,Tail fiber protein,protein-coding,-,-,-,Tail fiber protein,20200801,-
1582151,26647052,PHICD146_20022,PHICD146_20022,-,-,-,-,putative holin,protein-coding,-,-,-,putative holin,20200629,-
1582151,26647053,PHICD146_20023,PHICD146_20023,-,-,-,-,N-acetylmuramoyl-L-alanine amidase,protein-coding,-,-,-,N-acetylmuramoyl-L-alanine amidase,20201221,-
1582151,26647054,PHICD146_20024,PHICD146_20024,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647055,PHICD146_20025,PHICD146_20025,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647056,PHICD146_20026,PHICD146_20026,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647057,PHICD146_20027,PHICD146_20027,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647058,PHICD146_20028,PHICD146_20028,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647059,PHICD146_20029,PHICD146_20029,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647060,PHICD146_20030,PHICD146_20030,-,-,-,-,putative para,protein-coding,-,-,-,putative para,20200629,-
1582151,26647061,PHICD146_20031,PHICD146_20031,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647062,PHICD146_20032,PHICD146_20032,-,-,-,-,putative DNAse/helicase protein,protein-coding,-,-,-,putative DNAse/helicase protein,20200905,-
1582151,26647063,PHICD146_20033,PHICD146_20033,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647064,PHICD146_20034,PHICD146_20034,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647065,PHICD146_20035,PHICD146_20035,-,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201221,-
1582151,26647066,PHICD146_20036,PHICD146_20036,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647067,PHICD146_20037,PHICD146_20037,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647068,PHICD146_20038,PHICD146_20038,-,-,-,-,replication protein,protein-coding,-,-,-,replication protein,20201221,-
1582151,26647069,PHICD146_20039,PHICD146_20039,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647070,PHICD146_20040,PHICD146_20040,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647071,PHICD146_20041,PHICD146_20041,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647072,PHICD146_20042,PHICD146_20042,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647073,PHICD146_20043,PHICD146_20043,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647074,PHICD146_20044,PHICD146_20044,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647075,ssb,PHICD146_20045,-,-,-,-,Single-stranded DNA-binding protein 2,protein-coding,-,-,-,Single-stranded DNA-binding protein 2,20200629,-
1582151,26647076,PHICD146_20047,PHICD146_20047,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647077,PHICD146_20048,PHICD146_20048,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647078,PHICD146_20049,PHICD146_20049,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647079,PHICD146_20050,PHICD146_20050,-,-,-,-,Sigma70/sigmaF-like protein (fragment),protein-coding,-,-,-,Sigma70/sigmaF-like protein (fragment),20200629,-
1582151,26647080,PHICD146_20051,PHICD146_20051,-,-,-,-,Integrase family protein,protein-coding,-,-,-,Integrase family protein,20200629,-
1582151,26647081,PHICD146_20052,PHICD146_20052,-,-,-,-,Resolvase domain,protein-coding,-,-,-,Resolvase domain,20200629,-
1582151,26647082,PHICD146_20046,PHICD146_20046,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201221,-
1582151,26647083,PHICD146_20001,PHICD146_20001,-,-,-,-,Terminase small subunit,protein-coding,-,-,-,Terminase small subunit,20200629,-
1582151,26683511,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200513,-
