#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5082,24703209,nad5,CE93_gp02,-,-,MT,-,NADH dehydrogenase subunit 5,protein-coding,-,-,-,NADH dehydrogenase subunit 5,20210116,-
5082,62334807,LCP9604111_1017,LCP9604111_1017,-,-,Unknown,-,CAZyme family GT57,protein-coding,-,-,-,CAZyme family GT57,20210529,-
5082,62334808,LCP9604111_1018,LCP9604111_1018,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334809,LCP9604111_1019,LCP9604111_1019,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334810,LCP9604111_102,LCP9604111_102,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334811,LCP9604111_1020,LCP9604111_1020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334812,LCP9604111_1021,LCP9604111_1021,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334813,LCP9604111_1022,LCP9604111_1022,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334814,LCP9604111_1023,LCP9604111_1023,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334815,LCP9604111_1024,LCP9604111_1024,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334816,LCP9604111_1025,LCP9604111_1025,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334817,LCP9604111_1026,LCP9604111_1026,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334818,LCP9604111_1027,LCP9604111_1027,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334819,LCP9604111_1028,LCP9604111_1028,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334820,LCP9604111_1029,LCP9604111_1029,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334821,LCP9604111_103,LCP9604111_103,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334822,LCP9604111_1030,LCP9604111_1030,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334823,LCP9604111_1031,LCP9604111_1031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334824,LCP9604111_1032,LCP9604111_1032,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334825,LCP9604111_1033,LCP9604111_1033,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334826,LCP9604111_1034,LCP9604111_1034,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334827,LCP9604111_1035,LCP9604111_1035,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334828,LCP9604111_1036,LCP9604111_1036,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334829,LCP9604111_1037,LCP9604111_1037,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334830,LCP9604111_1038,LCP9604111_1038,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334831,LCP9604111_1039,LCP9604111_1039,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334832,LCP9604111_104,LCP9604111_104,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334833,LCP9604111_1040,LCP9604111_1040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334834,LCP9604111_1041,LCP9604111_1041,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334835,LCP9604111_1042,LCP9604111_1042,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334836,LCP9604111_1043,LCP9604111_1043,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334837,LCP9604111_1044,LCP9604111_1044,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334838,LCP9604111_1045,LCP9604111_1045,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334839,LCP9604111_1046,LCP9604111_1046,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334840,LCP9604111_1047,LCP9604111_1047,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334841,LCP9604111_1048,LCP9604111_1048,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334842,LCP9604111_1049,LCP9604111_1049,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334843,LCP9604111_105,LCP9604111_105,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334844,LCP9604111_1050,LCP9604111_1050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210129,-
5082,62334845,LCP9604111_1051,LCP9604111_1051,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334846,LCP9604111_1052,LCP9604111_1052,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334847,LCP9604111_1053,LCP9604111_1053,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334848,LCP9604111_1054,LCP9604111_1054,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334849,LCP9604111_1055,LCP9604111_1055,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334850,LCP9604111_1056,LCP9604111_1056,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334851,LCP9604111_1057,LCP9604111_1057,-,-,Unknown,-,CAZyme family CE10,protein-coding,-,-,-,CAZyme family CE10,20210424,-
5082,62334852,LCP9604111_1058,LCP9604111_1058,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334853,LCP9604111_1059,LCP9604111_1059,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334854,LCP9604111_106,LCP9604111_106,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334855,LCP9604111_1060,LCP9604111_1060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334856,LCP9604111_1061,LCP9604111_1061,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334857,LCP9604111_1062,LCP9604111_1062,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334858,LCP9604111_1063,LCP9604111_1063,-,-,Unknown,-,transcriptional regulator family: Fungal Specific TF,protein-coding,-,-,-,transcriptional regulator family: Fungal Specific TF,20210529,-
5082,62334859,LCP9604111_1064,LCP9604111_1064,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334860,LCP9604111_1065,LCP9604111_1065,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334861,LCP9604111_1066,LCP9604111_1066,-,-,Unknown,-,CAZyme family CE4,protein-coding,-,-,-,CAZyme family CE4,20210424,-
5082,62334862,LCP9604111_1067,LCP9604111_1067,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334863,LCP9604111_1068,LCP9604111_1068,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334864,LCP9604111_1069,LCP9604111_1069,-,-,Unknown,-,transcriptional regulator family: Fungal Specific TF,protein-coding,-,-,-,transcriptional regulator family: Fungal Specific TF,20210424,-
5082,62334865,LCP9604111_107,LCP9604111_107,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334866,LCP9604111_1070,LCP9604111_1070,-,-,Unknown,-,CAZyme family AA1,protein-coding,-,-,-,CAZyme family AA1,20210529,-
5082,62334867,LCP9604111_1071,LCP9604111_1071,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334868,LCP9604111_1072,LCP9604111_1072,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334869,LCP9604111_1073,LCP9604111_1073,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334870,LCP9604111_1074,LCP9604111_1074,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334871,LCP9604111_1075,LCP9604111_1075,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334872,LCP9604111_1076,LCP9604111_1076,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334873,LCP9604111_1077,LCP9604111_1077,-,-,Unknown,-,transcriptional regulator family: C2H2 zinc finger and Fungal Specific TF,protein-coding,-,-,-,transcriptional regulator family: C2H2 zinc finger and Fungal Specific TF,20210529,-
5082,62334874,LCP9604111_1078,LCP9604111_1078,-,-,Unknown,-,transcriptional regulator family: Fungal Specific TF,protein-coding,-,-,-,transcriptional regulator family: Fungal Specific TF,20210424,-
5082,62334875,LCP9604111_1079,LCP9604111_1079,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334876,LCP9604111_108,LCP9604111_108,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334877,LCP9604111_1080,LCP9604111_1080,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334878,LCP9604111_1081,LCP9604111_1081,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334879,LCP9604111_1082,LCP9604111_1082,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210417,-
5082,62334880,LCP9604111_1083,LCP9604111_1083,-,-,Unknown,-,CAZyme family AA7,protein-coding,-,-,-,CAZyme family AA7,20210529,-
5082,62334881,LCP9604111_1084,LCP9604111_1084,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334882,LCP9604111_1085,LCP9604111_1085,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334883,LCP9604111_1086,LCP9604111_1086,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334884,LCP9604111_1087,LCP9604111_1087,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334885,LCP9604111_1088,LCP9604111_1088,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334886,LCP9604111_1089,LCP9604111_1089,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334887,LCP9604111_109,LCP9604111_109,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334888,LCP9604111_1090,LCP9604111_1090,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334889,LCP9604111_1091,LCP9604111_1091,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334890,LCP9604111_1092,LCP9604111_1092,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334891,LCP9604111_1093,LCP9604111_1093,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334892,LCP9604111_1094,LCP9604111_1094,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334893,LCP9604111_1095,LCP9604111_1095,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334894,LCP9604111_1096,LCP9604111_1096,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334895,LCP9604111_1097,LCP9604111_1097,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334896,LCP9604111_1098,LCP9604111_1098,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334897,LCP9604111_1099,LCP9604111_1099,-,-,Unknown,-,transcriptional regulator family: Fungal Specific TF,protein-coding,-,-,-,transcriptional regulator family: Fungal Specific TF,20210424,-
5082,62334898,LCP9604111_11,LCP9604111_11,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334899,LCP9604111_110,LCP9604111_110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334900,LCP9604111_1100,LCP9604111_1100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334901,LCP9604111_1101,LCP9604111_1101,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334902,LCP9604111_1102,LCP9604111_1102,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334903,LCP9604111_1103,LCP9604111_1103,-,-,Unknown,-,CAZyme family GT4,protein-coding,-,-,-,CAZyme family GT4,20210529,-
5082,62334904,LCP9604111_1104,LCP9604111_1104,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334905,LCP9604111_1105,LCP9604111_1105,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334906,LCP9604111_1106,LCP9604111_1106,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334907,LCP9604111_1107,LCP9604111_1107,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334908,LCP9604111_1108,LCP9604111_1108,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334909,LCP9604111_1109,LCP9604111_1109,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334910,LCP9604111_111,LCP9604111_111,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210116,-
5082,62334911,LCP9604111_1110,LCP9604111_1110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334912,LCP9604111_1111,LCP9604111_1111,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334913,LCP9604111_1112,LCP9604111_1112,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334914,LCP9604111_1113,LCP9604111_1113,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334915,LCP9604111_1114,LCP9604111_1114,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334916,LCP9604111_1115,LCP9604111_1115,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334917,LCP9604111_1116,LCP9604111_1116,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334918,LCP9604111_1117,LCP9604111_1117,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334919,LCP9604111_1118,LCP9604111_1118,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334920,LCP9604111_1119,LCP9604111_1119,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334921,LCP9604111_112,LCP9604111_112,-,-,Unknown,-,CAZyme family CE10,protein-coding,-,-,-,CAZyme family CE10,20210424,-
5082,62334922,LCP9604111_1120,LCP9604111_1120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334923,LCP9604111_1121,LCP9604111_1121,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334924,LCP9604111_1122,LCP9604111_1122,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
5082,62334925,LCP9604111_1123,LCP9604111_1123,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334926,LCP9604111_1124,LCP9604111_1124,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210529,-
5082,62334927,LCP9604111_1125,LCP9604111_1125,-,-,Unknown,-,CAZyme family GH18,protein-coding,-,-,-,CAZyme family GH18,20210424,-
